IdOrden;IdDetalleOrden;IdInsumo;cInsCod;IdMarca;DescripcionOC;DescripcionOCLarga;Cantidad;PrecioUnitario;EstadoDetalle;IdProveedor;IdFormaPago;IdContrato;NumOrdenRef;NumOrden;nFacID;Fecha;Atencion;Motivo;Nota;Facturacion;estadoOrden;Moneda;desProveedor;desPago;desContrato;desInsumo;desMarcaInsumo;NumCotizacion;FecCotizacion;OCEstado;desRUC;nOcoDIGV;nOcoDMonto;nTC;cResponsable;Via;cTabProcedencia;cAgencia;nOrdAprobado
48;3306;1840;3820946CP                                         ;0;;;1;5.586;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;SELLO DE ANILLO RECTANGULAR                                                                         ; ;0;39898;2;20302241598              ;1.06134;6.64734;3.11;;;0;0;0
48;3307;1841;4089995CP                                         ;0;;;1;55.45;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;CINTA PARA SELLADO DE TAPA 3893964                                                                  ; ;0;39898;2;20302241598              ;10.5355;65.9855;3.11;;;0;0;0
48;3308;1842;4082974CP                                         ;0;;;1;2.898;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;TAPON CUB DE ENGRAN 3892666                                                                         ; ;0;39898;2;20302241598              ;0.55062;3.44862;3.11;;;0;0;0
48;3309;1843;4955665CP                                         ;0;;;1;63.99;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;KIT DE RETÉN DE AC (3804744)                                                                        ; ;0;39898;2;20302241598              ;12.1581;76.1481;3.11;;;0;0;0
48;3310;1844;3895023CP                                         ;0;;;1;12.504;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;SELLO ANTIPOLVO                                                                                     ; ;0;39898;2;20302241598              ;2.37576;14.87976;3.11;;;0;0;0
48;3311;1845;3803894CP                                         ;0;;;1;63.99;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JGO DE RETÉN DE ACEITE                                                                              ; ;0;39898;2;20302241598              ;12.1581;76.1481;3.11;;;0;0;0
48;3312;1846;3084899CP                                         ;0;;;6;17.966;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;COJINETE DE DESGASTE                                                                                ; ;0;39898;2;20302241598              ;20.48124;128.27724;3.11;;;0;0;0
48;3313;1847;3883510CP                                         ;0;;;1;5.586;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;SELLO DE ANILLO RECTANGULAR                                                                         ; ;0;39898;2;20302241598              ;1.06134;6.64734;3.11;;;0;0;0
48;3314;1848;3008400CP                                         ;0;;;1;5.694;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;EMPAQUE BOMBA HIDRÁULICA                                                                            ; ;0;39898;2;20302241598              ;1.08186;6.77586;3.11;;;0;0;0
48;3315;1850;3820918CP                                         ;0;;;1;76.248;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;MANGUITO DE DESGASTE                                                                                ; ;0;39898;2;20302241598              ;14.48712;90.73512;3.11;;;0;0;0
48;3316;1851;67946CP                                           ;0;;;1;1.465;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;ARANDELA (K)                                                                                        ; ;0;39898;2;20302241598              ;0.27835;1.74335;3.11;;;0;0;0
48;3317;1871;3401290CP                                         ;0;;;1;59.328;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;EMPAQUE DE CARTER (3401290)*(3882733)                                                               ; ;0;39898;2;20302241598              ;11.27232;70.60032;3.11;;;0;0;0
48;3318;1582;4009350CP                                         ;0;;;1;864.828;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;BOMBA DE ACEITE (3895756)                                                                           ; ;0;39898;2;20302241598              ;164.31732;1029.14532;3.11;;;0;0;0
48;3319;1869;3033248CP                                         ;0;;;1;6.336;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JUNTA ANULAR (3033248 )                                                                             ; ;0;39898;2;20302241598              ;1.20384;7.53984;3.11;;;0;0;0
48;3320;1868;3033247CP                                         ;0;;;1;8.676;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JUNTA ANULAR 3033247                                                                                ; ;0;39898;2;20302241598              ;1.64844;10.32444;3.11;;;0;0;0
48;3321;1867;109080CP                                          ;0;;;2;1.465;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JUNTA ANULAR ( 109080)                                                                              ; ;0;39898;2;20302241598              ;0.5567;3.4867;3.11;;;0;0;0
48;3322;1866;3820629CP                                         ;0;;;1;4.836;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;EMPAQUE DE CABEZAL DE FILTRO ( 3820629 )                                                            ; ;0;39898;2;20302241598              ;0.91884;5.75484;3.11;;;0;0;0
48;3323;1831;3046201CP                                         ;0;;;1;1.362;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JUNTA ANULAR                                                                                        ; ;0;39898;2;20302241598              ;0.25878;1.62078;3.11;;;0;0;0
48;3324;682;3892625CP                                         ;0;;;2;1.43;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;EMPAQUE SOPORTE DE ENFRIADOR                                                                        ; ;0;39898;2;20302241598              ;0.5434;3.4034;3.11;;;0;0;0
48;3325;1864;3046943CP                                         ;0;;;1;1.398;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JUNTA ANULAR (3046943)                                                                              ; ;0;39898;2;20302241598              ;0.26562;1.66362;3.11;;;0;0;0
48;3326;1832;3037537CP                                         ;0;;;1;1.5;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JUNTA ANULAR                                                                                        ; ;0;39898;2;20302241598              ;0.285;1.785;3.11;;;0;0;0
48;3327;1863;3882586CP                                         ;0;;;1;1.818;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;RESORTE DE COMPRESIÓN (3882586)                                                                     ; ;0;39898;2;20302241598              ;0.34542;2.16342;3.11;;;0;0;0
48;3328;1503;3867043CP                                         ;0;;;19;1.414;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;ANILLO DE JEBE (3882589)                                                                            ; ;0;39898;2;20302241598              ;5.10454;31.97054;3.11;;;0;0;0
48;3329;1861;3050867CP                                         ;0;;;1;8.64;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;SELLO OJAL (3050867)                                                                                ; ;0;39898;2;20302241598              ;1.6416;10.2816;3.11;;;0;0;0
48;3330;1891;3040817CP                                         ;0;;;1;1.5;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JUNTA ANULAR                                                                                        ; ;0;39898;2;20302241598              ;0.285;1.785;3.11;;;0;0;0
48;3331;1859;3896027CP                                         ;0;;;1;94.422;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;VÁLVULA (3896027)                                                                                   ; ;0;39898;2;20302241598              ;17.94018;112.36218;3.11;;;0;0;0
48;3332;1832;3037537CP                                         ;0;;;1;1.5;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JUNTA ANULAR                                                                                        ; ;0;39898;2;20302241598              ;0.285;1.785;3.11;;;0;0;0
48;3333;1892;4026171CP                                         ;0;;;1;7.296;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;EMPAQ DE BOMBA DE COMBUSTIBLE (3069103)                                                             ; ;0;39898;2;20302241598              ;1.38624;8.68224;3.11;;;0;0;0
48;3334;1857;3046200CP                                         ;0;;;1;5.274;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;ACOPLE DE BOMBA DE COMBUSTIBLE                                                                      ; ;0;39898;2;20302241598              ;1.00206;6.27606;3.11;;;0;0;0
48;3335;1856;3028309CP                                         ;0;;;1;19.084;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;COJINETE DE DESGASTE                                                                                ; ;0;39898;2;20302241598              ;3.62596;22.70996;3.11;;;0;0;0
48;3336;1855;3034412CP                                         ;0;;;1;1.5;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;ANILLO DE SELLO                                                                                     ; ;0;39898;2;20302241598              ;0.285;1.785;3.11;;;0;0;0
48;3337;1853;193736                                            ;0;;;18;1.1349;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;ANILLO DE JEBE DE INYECTOR                                                                          ; ;0;39898;2;20302241598              ;3.88136;24.30956;3.11;;;0;0;0
48;3338;1852;3328948CP                                         ;0;;;6;4.435;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;EMPAQUE DE MULTIPLE DE ESCAPE K (38-19760)                                                          ; ;0;39898;2;20302241598              ;5.0559;31.6659;3.11;;;0;0;0
48;3339;1872;3818121CP                                         ;0;;;12;5.5875;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;TORNILLO (3818121)                                                                                  ; ;0;39898;2;20302241598              ;12.7395;79.7895;3.11;;;0;0;0
48;3340;1874;3818844CP                                         ;0;;;2;4.068;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;EMPAQUETADURA ( 3818844)                                                                            ; ;0;39898;2;20302241598              ;1.54584;9.68184;3.11;;;0;0;0
48;3341;1875;3892347CP                                         ;0;;;2;14.91;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;ABRAZDERA ( 3892347)                                                                                ; ;0;39898;2;20302241598              ;5.6658;35.4858;3.11;;;0;0;0
48;3342;1876;4083067CP                                         ;0;;;1;14.16;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;MANGUERA(3025152)                                                                                   ; ;0;39898;2;20302241598              ;2.6904;16.8504;3.11;;;0;0;0
48;3343;1877;3072919CP                                         ;0;;;1;6.024;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;EMPAQUE DE TURBO (3072919)                                                                          ; ;0;39898;2;20302241598              ;1.14456;7.16856;3.11;;;0;0;0
48;3344;1374;3818823CP                                         ;0;;;4;4.3135;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;ESPARRAGO                                                                                           ; ;0;39898;2;20302241598              ;3.27826;20.53226;3.11;;;0;0;0
48;3345;1376;3818824CP                                         ;0;;;4;1.5188;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;TUERCA                                                                                              ; ;0;39898;2;20302241598              ;1.15429;7.22949;3.11;;;0;0;0
48;3346;1878;3081950CP                                         ;0;;;2;4.993;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;UNION ( 3081950 )                                                                                   ; ;0;39898;2;20302241598              ;1.89734;11.88334;3.11;;;0;0;0
48;3347;1832;3037537CP                                         ;0;;;2;1.5;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JUNTA ANULAR                                                                                        ; ;0;39898;2;20302241598              ;0.57;3.57;3.11;;;0;0;0
48;3348;1879;3922794CP                                         ;0;;;2;1.452;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JUNTA ANULAR ( 3922794)                                                                             ; ;0;39898;2;20302241598              ;0.55176;3.45576;3.11;;;0;0;0
48;3349;1880;3328643CP                                         ;0;;;1;87.55;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;CONECCION DE ACEITE (3328643)                                                                       ; ;0;39898;2;20302241598              ;16.6345;104.1845;3.11;;;0;0;0
48;3350;676;3899343CP                                         ;0;;;1;1.014;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;EMPAQUE                                                                                             ; ;0;39898;2;20302241598              ;0.19266;1.20666;3.11;;;0;0;0
48;3351;1881;3899849CP                                         ;0;;;1;63.798;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;MANGUERA (3899849 )                                                                                 ; ;0;39898;2;20302241598              ;12.12162;75.91962;3.11;;;0;0;0
48;3352;1882;3896337CP                                         ;0;;;1;53.514;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;ABRAZADERA (3896337)                                                                                ; ;0;39898;2;20302241598              ;10.16766;63.68166;3.11;;;0;0;0
48;3353;1884;3892095CP                                         ;0;;;1;0.942;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JUNTA ANULAR (3892095)                                                                              ; ;0;39898;2;20302241598              ;0.17898;1.12098;3.11;;;0;0;0
48;3354;1885;3027924CP                                         ;0;;;1;0.63;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;EMPAQUE DE CONEXION (3027924)                                                                       ; ;0;39898;2;20302241598              ;0.1197;0.7497;3.11;;;0;0;0
48;3355;1886;186780CP                                          ;0;;;1;11.94;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;SELLO DE TERMOSTATO (186780                                                                         ; ;0;39898;2;20302241598              ;2.2686;14.2086;3.11;;;0;0;0
48;3356;1893;3080770CP                                         ;0;;;1;3.21;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;SELLO ANILLO RECTANGULAR                                                                            ; ;0;39898;2;20302241598              ;0.6099;3.8199;3.11;;;0;0;0
48;3357;1887;3820667CP                                         ;0;;;1;17.178;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;MANGUERA                                                                                            ; ;0;39898;2;20302241598              ;3.26382;20.44182;3.11;;;0;0;0
48;3358;670;3893692CP                                         ;0;;;1;8.8;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;EMPAQUE DE SOPORTE (3893692)                                                                        ; ;0;39898;2;20302241598              ;1.672;10.472;3.11;;;0;0;0
48;3359;1888;3008690CP                                         ;0;;;2;4.542;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;ABRAZADERA                                                                                          ; ;0;39898;2;20302241598              ;1.72596;10.80996;3.11;;;0;0;0
48;3360;1889;3076489CP                                         ;0;;;1;62.766;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;TERMOSTATO(B)                                                                                       ; ;0;39898;2;20302241598              ;11.92554;74.69154;3.11;;;0;0;0
48;3361;1832;3037537CP                                         ;0;;;1;1.5;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JUNTA ANULAR                                                                                        ; ;0;39898;2;20302241598              ;0.285;1.785;3.11;;;0;0;0
48;3362;1890;3288623CP                                         ;0;;;1;57.444;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;FAJA ( 3288623)*(3034348)                                                                           ; ;0;39898;2;20302241598              ;10.91436;68.35836;3.11;;;0;0;0
48;3363;1894;3070072CP                                         ;0;;;24;11.4364;VERDADERO;1;20;23;;HCE-09-0311;395;39898;;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;ASIENTO DE RESORTE                                                                                  ; ;0;39898;2;20302241598              ;52.14998;326.62358;3.11;;;0;0;0
49;3479;1895;3026231CP                                         ;0;;;3;8.27;VERDADERO;1;20;23;;HCE-09-0312;399;39900;Sr. Manuel Chavarría/Jorge Flores;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;GUIA                                                                                                ; ;0;39900;2;20302241598              ;4.7139;29.5239;3.11;;;0;0;0
49;3480;1896;3026134CP                                         ;0;;;1;2.849;VERDADERO;1;20;23;;HCE-09-0312;399;39900;Sr. Manuel Chavarría/Jorge Flores;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;EMPAQUE (3026134)                                                                                   ; ;0;39900;2;20302241598              ;0.54131;3.39031;3.11;;;0;0;0
49;3481;1897;3161025CP                                         ;0;;;1;15.2;VERDADERO;1;20;23;;HCE-09-0312;399;39900;Sr. Manuel Chavarría/Jorge Flores;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;SEAL                                                                                                ; ;0;39900;2;20302241598              ;2.888;18.088;3.11;;;0;0;0
49;3482;1898;3328760CP                                         ;0;;;1;12.18;VERDADERO;1;20;23;;HCE-09-0312;399;39900;Sr. Manuel Chavarría/Jorge Flores;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JUNTA, PORTADOR                                                                                     ; ;0;39900;2;20302241598              ;2.3142;14.4942;3.11;;;0;0;0
49;3483;1899;3896837CP                                         ;0;;;1;12.775;VERDADERO;1;20;23;;HCE-09-0312;399;39900;Sr. Manuel Chavarría/Jorge Flores;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;SELLO ANTIPOLVO                                                                                     ; ;0;39900;2;20302241598              ;2.42725;15.20225;3.11;;;0;0;0
49;3484;1900;4926017CP                                         ;0;;;1;31.367;VERDADERO;1;20;23;;HCE-09-0312;399;39900;Sr. Manuel Chavarría/Jorge Flores;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;COJINETE AXIAL (3161520)                                                                            ; ;0;39900;2;20302241598              ;5.95973;37.32673;3.11;;;0;0;0
49;3485;1834;4089542CP                                         ;0;;;1;109.22;VERDADERO;1;20;23;;HCE-09-0312;399;39900;Sr. Manuel Chavarría/Jorge Flores;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JGO. RETEN CIGÜEÑAL POSTERIOR  (3803727)*(3819774)                                                  ; ;0;39900;2;20302241598              ;20.7518;129.9718;3.11;;;0;0;0
49;3486;1901;3025296CP                                         ;0;;;1;2.65;VERDADERO;1;20;23;;HCE-09-0312;399;39900;Sr. Manuel Chavarría/Jorge Flores;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;EMPAQUE CUBIERTA                                                                                    ; ;0;39900;2;20302241598              ;0.5035;3.1535;3.11;;;0;0;0
49;3487;1902;3803282CP                                         ;0;;;1;60.3;VERDADERO;1;20;23;;HCE-09-0312;399;39900;Sr. Manuel Chavarría/Jorge Flores;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JUEGO DE REPARACIÓN                                                                                 ; ;0;39900;2;20302241598              ;11.457;71.757;3.11;;;0;0;0
49;3488;1903;3328463CP                                         ;0;;;1;4.56;VERDADERO;1;20;23;;HCE-09-0312;399;39900;Sr. Manuel Chavarría/Jorge Flores;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JUNTA ANULAR                                                                                        ; ;0;39900;2;20302241598              ;0.8664;5.4264;3.11;;;0;0;0
49;3489;1904;3819871CP                                         ;0;;;1;1.1;VERDADERO;1;20;23;;HCE-09-0312;399;39900;Sr. Manuel Chavarría/Jorge Flores;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JUNTA ANULAR                                                                                        ; ;0;39900;2;20302241598              ;0.209;1.309;3.11;;;0;0;0
49;3490;1883;4024817CP                                         ;0;;;1;175.854;VERDADERO;1;20;23;;HCE-09-0312;399;39900;Sr. Manuel Chavarría/Jorge Flores;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;JGO.REPARACIÓN BOMBA DE AGUA                                                                        ; ;0;39900;2;20302241598              ;33.41226;209.26626;3.11;;;0;0;0
49;3491;1905;3893690CP                                         ;0;;;1;5.62;VERDADERO;1;20;23;;HCE-09-0312;399;39900;Sr. Manuel Chavarría/Jorge Flores;;;;2;2;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHEQUE DIFERIDO 30 DIAS;NINGUNO                   ;EMPAQ CUBIERT DE CALENT                                                                             ; ;0;39900;2;20302241598              ;1.0678;6.6878;3.11;;;0;0;0
