Mayor60Años,Conyuge,Dependientes,MesesDeContrato,TelefonoFijo,VariasLineasTelefonicas,ServicioDeInternet,SeguridadOnline,BackupOnline,SeguroEnDispositivo,SoporteTecnico,TVCable,Streaming,TipoDeContrato,PagoOnline,FormaDePago,CuentaMensual,Churn
0,Si,No,66,Si,Si,FibraOptica,Si,Si,No,Si,No,No,UnAño,No,ChequeDigital,89.0,No
0,Si,Si,72,No,SinServicioTelefonico,DSL,Si,Si,Si,Si,Si,Si,DosAños,Si,TarjetaDeCredito,64.8,No
0,No,No,26,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,TarjetaDeCredito,19.8,No
0,Si,Si,64,Si,Si,FibraOptica,Si,No,Si,No,No,Si,DosAños,No,DebitoEnCuenta,93.4,No
1,Si,No,20,Si,No,FibraOptica,No,Si,No,No,No,No,Mensual,Si,ChequeDigital,73.65,Si
0,No,No,3,Si,No,FibraOptica,No,Si,No,No,Si,Si,Mensual,Si,ChequeDigital,95.1,Si
0,No,No,22,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,TarjetaDeCredito,94.65,Si
0,Si,No,4,Si,No,FibraOptica,No,No,Si,Si,No,No,Mensual,Si,ChequePapel,80.6,Si
0,Si,No,62,No,SinServicioTelefonico,DSL,No,No,No,Si,Si,No,DosAños,Si,DebitoEnCuenta,39.0,No
0,No,No,5,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequePapel,20.5,No
0,Si,No,59,Si,Si,FibraOptica,No,No,No,No,No,Si,UnAño,No,ChequeDigital,85.55,Si
0,No,Si,3,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,Si,ChequePapel,26.4,No
0,Si,No,72,Si,Si,FibraOptica,Si,No,Si,Si,Si,No,DosAños,Si,DebitoEnCuenta,98.2,No
0,Si,Si,57,Si,No,FibraOptica,No,Si,Si,No,Si,Si,UnAño,Si,TarjetaDeCredito,97.55,No
0,No,Si,66,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,TarjetaDeCredito,19.95,No
0,No,No,60,No,SinServicioTelefonico,DSL,No,Si,No,No,Si,Si,Mensual,Si,ChequeDigital,50.8,Si
0,No,Si,45,Si,Si,FibraOptica,No,No,Si,No,Si,Si,DosAños,No,DebitoEnCuenta,99.7,No
0,No,No,3,No,SinServicioTelefonico,DSL,No,No,No,No,Si,No,Mensual,Si,TarjetaDeCredito,34.8,No
0,No,No,15,Si,No,FibraOptica,Si,No,Si,Si,Si,Si,Mensual,No,ChequeDigital,105.1,Si
0,No,Si,51,No,SinServicioTelefonico,DSL,Si,No,Si,Si,Si,Si,UnAño,No,DebitoEnCuenta,60.15,No
0,No,No,60,Si,Si,DSL,Si,No,Si,Si,No,No,UnAño,No,ChequeDigital,64.75,No
0,No,No,33,Si,Si,DSL,No,Si,No,No,No,No,Mensual,Si,DebitoEnCuenta,54.65,No
0,No,No,10,Si,No,FibraOptica,Si,Si,Si,Si,Si,Si,Mensual,Si,ChequeDigital,110.1,Si
1,No,No,26,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,TarjetaDeCredito,19.3,No
0,No,No,6,Si,No,FibraOptica,No,No,Si,No,No,Si,Mensual,No,ChequeDigital,83.9,Si
0,Si,No,67,Si,Si,FibraOptica,Si,No,Si,Si,Si,Si,UnAño,Si,ChequeDigital,111.25,No
0,Si,Si,49,No,SinServicioTelefonico,DSL,Si,No,No,Si,No,No,UnAño,Si,TarjetaDeCredito,35.8,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequePapel,20.05,No
1,No,No,7,Si,No,FibraOptica,No,No,Si,No,Si,No,Mensual,Si,ChequeDigital,84.35,No
1,No,No,27,Si,Si,FibraOptica,Si,Si,Si,No,Si,Si,UnAño,Si,DebitoEnCuenta,110.5,No
0,Si,Si,37,Si,No,FibraOptica,No,No,No,No,Si,Si,UnAño,No,TarjetaDeCredito,91.2,No
0,Si,Si,63,Si,Si,FibraOptica,Si,Si,Si,No,Si,No,Mensual,Si,ChequeDigital,100.55,Si
0,Si,Si,31,Si,Si,FibraOptica,Si,No,Si,Si,No,No,Mensual,No,ChequeDigital,89.3,No
0,Si,Si,50,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,Mensual,Si,DebitoEnCuenta,103.85,Si
1,No,No,32,Si,Si,FibraOptica,No,No,Si,No,No,No,Mensual,Si,TarjetaDeCredito,81.1,No
0,No,No,1,No,SinServicioTelefonico,DSL,No,No,No,No,No,No,Mensual,No,ChequeDigital,24.6,Si
0,Si,No,63,Si,Si,FibraOptica,No,No,No,Si,No,No,UnAño,Si,TarjetaDeCredito,81.2,No
0,No,No,30,Si,Si,FibraOptica,Si,Si,No,No,No,Si,Mensual,Si,TarjetaDeCredito,94.3,No
0,Si,No,71,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,DosAños,Si,DebitoEnCuenta,116.1,No
0,No,No,53,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,DosAños,No,ChequeDigital,105.55,No
0,No,No,12,Si,No,FibraOptica,Si,No,No,Si,Si,Si,Mensual,Si,DebitoEnCuenta,98.9,Si
0,Si,No,50,Si,Si,FibraOptica,Si,Si,No,No,No,Si,Mensual,Si,TarjetaDeCredito,94.4,No
0,No,No,2,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.5,No
0,No,No,9,Si,Si,FibraOptica,No,No,Si,No,Si,Si,Mensual,No,TarjetaDeCredito,98.3,Si
0,No,No,17,Si,No,FibraOptica,Si,No,No,No,Si,Si,Mensual,No,ChequeDigital,93.85,Si
0,Si,No,56,Si,No,FibraOptica,Si,Si,Si,No,Si,Si,UnAño,Si,TarjetaDeCredito,105.6,No
0,Si,Si,67,Si,No,DSL,Si,Si,Si,No,Si,Si,DosAños,No,TarjetaDeCredito,81.35,No
1,No,No,9,Si,Si,FibraOptica,No,No,Si,No,Si,Si,Mensual,Si,ChequeDigital,100.5,Si
0,No,No,4,Si,No,DSL,No,No,No,No,Si,No,Mensual,Si,ChequeDigital,56.4,No
0,No,No,19,Si,No,DSL,No,Si,No,Si,No,Si,UnAño,Si,DebitoEnCuenta,65.35,No
0,No,Si,8,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.95,No
0,No,No,71,Si,Si,FibraOptica,No,Si,Si,Si,Si,Si,DosAños,Si,ChequeDigital,111.25,No
1,No,No,10,Si,No,FibraOptica,No,Si,No,No,No,No,Mensual,Si,ChequeDigital,72.85,Si
1,No,No,15,Si,Si,FibraOptica,No,Si,No,No,Si,No,Mensual,No,TarjetaDeCredito,89.0,No
0,Si,Si,72,Si,Si,FibraOptica,Si,No,Si,No,Si,Si,UnAño,Si,DebitoEnCuenta,106.1,No
0,No,No,12,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,TarjetaDeCredito,20.05,No
0,Si,Si,72,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,Si,DebitoEnCuenta,25.2,No
1,Si,No,1,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,73.55,Si
1,No,No,23,Si,No,FibraOptica,Si,No,No,No,No,No,Mensual,Si,DebitoEnCuenta,75.4,No
0,No,No,72,No,SinServicioTelefonico,DSL,Si,Si,Si,Si,Si,Si,DosAños,Si,DebitoEnCuenta,65.55,No
0,No,No,26,Si,Si,FibraOptica,No,No,Si,No,No,No,Mensual,Si,ChequeDigital,80.7,No
0,No,No,21,Si,No,FibraOptica,No,Si,Si,Si,Si,Si,UnAño,Si,ChequePapel,104.55,No
0,Si,No,60,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,DebitoEnCuenta,24.15,No
0,No,No,12,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.45,No
0,Si,No,16,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,75.4,No
0,Si,No,63,Si,Si,DSL,Si,Si,No,No,Si,Si,UnAño,Si,TarjetaDeCredito,79.7,No
1,No,No,22,Si,No,FibraOptica,Si,Si,No,No,No,No,Mensual,No,ChequeDigital,81.7,No
0,Si,Si,32,Si,No,DSL,Si,Si,Si,Si,No,Si,Mensual,No,DebitoEnCuenta,76.3,No
1,No,No,3,Si,Si,FibraOptica,No,Si,No,No,No,No,Mensual,Si,ChequeDigital,79.4,Si
0,No,No,13,Si,No,FibraOptica,No,Si,Si,No,No,No,Mensual,Si,ChequeDigital,81.15,Si
0,Si,Si,68,Si,Si,FibraOptica,No,Si,No,Si,Si,Si,DosAños,Si,TarjetaDeCredito,103.75,No
0,Si,Si,30,Si,No,FibraOptica,No,No,Si,No,No,Si,UnAño,No,ChequeDigital,86.45,No
0,No,No,16,Si,No,FibraOptica,No,Si,No,No,No,No,Mensual,No,DebitoEnCuenta,75.1,No
0,No,No,33,Si,No,FibraOptica,No,Si,No,Si,No,No,DosAños,No,DebitoEnCuenta,80.6,No
0,Si,No,72,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,TarjetaDeCredito,19.3,No
1,No,No,4,Si,Si,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,84.6,Si
0,No,No,12,No,SinServicioTelefonico,DSL,Si,No,No,Si,No,No,UnAño,Si,ChequePapel,33.6,No
1,Si,No,4,Si,Si,FibraOptica,No,No,No,No,Si,No,Mensual,Si,ChequeDigital,83.25,No
0,Si,Si,0,Si,No,DSL,Si,Si,Si,No,Si,Si,DosAños,No,ChequePapel,80.85,No
0,No,No,6,Si,Si,FibraOptica,Si,No,No,No,No,No,Mensual,Si,ChequeDigital,79.05,Si
0,Si,No,65,Si,Si,FibraOptica,No,Si,Si,Si,Si,Si,UnAño,Si,TarjetaDeCredito,108.05,No
0,No,No,15,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.9,No
0,No,Si,24,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,DebitoEnCuenta,21.05,No
0,No,Si,13,No,SinServicioTelefonico,DSL,No,Si,No,No,No,No,Mensual,No,ChequeDigital,30.15,No
0,No,No,24,Si,No,FibraOptica,No,No,No,No,No,Si,Mensual,Si,TarjetaDeCredito,79.85,No
0,Si,No,72,No,SinServicioTelefonico,DSL,Si,Si,Si,Si,Si,Si,DosAños,No,DebitoEnCuenta,65.5,No
0,Si,Si,54,Si,Si,FibraOptica,Si,Si,No,No,Si,Si,Mensual,Si,DebitoEnCuenta,104.1,No
0,No,No,3,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,No,DebitoEnCuenta,74.4,Si
0,Si,Si,4,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequePapel,20.5,No
1,Si,Si,32,Si,Si,FibraOptica,No,No,Si,No,Si,No,Mensual,Si,ChequePapel,91.35,No
1,No,No,35,Si,Si,FibraOptica,No,No,Si,No,Si,Si,Mensual,Si,ChequeDigital,99.05,Si
0,Si,Si,35,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,DebitoEnCuenta,20.5,No
1,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mensual,No,ChequePapel,44.95,Si
0,No,No,8,Si,No,FibraOptica,No,Si,No,No,No,No,Mensual,No,ChequeDigital,75.6,No
0,No,No,22,Si,No,DSL,Si,No,No,Si,No,No,Mensual,No,ChequePapel,55.1,No
0,No,No,15,Si,No,DSL,Si,No,Si,Si,No,No,Mensual,No,ChequeDigital,58.95,No
0,No,No,22,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,95.1,No
0,Si,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,TarjetaDeCredito,44.7,Si
0,Si,Si,71,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,DebitoEnCuenta,25.45,No
0,No,No,4,Si,No,DSL,Si,No,Si,No,No,No,Mensual,No,ChequeDigital,56.75,No
0,No,No,25,Si,Si,DSL,Si,Si,Si,Si,No,Si,Mensual,No,DebitoEnCuenta,81.75,No
0,Si,Si,32,Si,No,FibraOptica,No,Si,No,No,Si,No,Mensual,Si,ChequeDigital,86.1,No
1,Si,No,7,No,SinServicioTelefonico,DSL,Si,No,No,No,No,No,Mensual,No,DebitoEnCuenta,29.8,No
0,No,No,17,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,Si,ChequePapel,20.5,No
1,Si,No,8,Si,No,DSL,Si,No,No,No,Si,No,Mensual,No,DebitoEnCuenta,60.9,No
1,No,No,56,Si,Si,DSL,Si,No,Si,Si,No,Si,DosAños,No,DebitoEnCuenta,73.25,No
0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,ChequePapel,45.7,Si
1,No,No,8,Si,No,FibraOptica,Si,No,No,Si,Si,Si,Mensual,No,TarjetaDeCredito,100.3,Si
0,No,No,7,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequeDigital,19.25,Si
0,No,Si,3,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.85,No
0,No,No,71,Si,No,DSL,Si,Si,Si,Si,Si,No,DosAños,No,TarjetaDeCredito,77.35,No
0,No,No,2,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,96.0,Si
0,No,No,1,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,No,ChequeDigital,90.55,Si
0,Si,No,49,Si,Si,FibraOptica,Si,Si,No,No,Si,No,Mensual,Si,DebitoEnCuenta,93.85,No
0,No,No,58,Si,No,DSL,No,Si,Si,Si,Si,No,DosAños,No,DebitoEnCuenta,70.1,No
1,Si,No,44,No,SinServicioTelefonico,DSL,No,Si,No,No,No,No,Mensual,Si,ChequeDigital,30.35,Si
0,Si,Si,59,Si,No,DSL,No,Si,No,Si,Si,Si,DosAños,Si,TarjetaDeCredito,75.95,No
0,No,No,71,Si,Si,FibraOptica,Si,No,Si,Si,Si,Si,DosAños,Si,ChequeDigital,108.05,Si
0,No,No,1,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,69.9,Si
0,No,No,11,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,No,ChequeDigital,75.25,No
1,Si,No,62,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,UnAño,Si,ChequeDigital,103.75,Si
0,Si,Si,35,Si,No,DSL,Si,No,No,Si,No,No,UnAño,Si,DebitoEnCuenta,54.95,No
0,No,No,20,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,DebitoEnCuenta,19.5,No
0,Si,Si,40,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequePapel,19.6,No
0,No,No,39,Si,No,DSL,Si,No,No,No,No,No,UnAño,Si,ChequeDigital,47.85,No
0,No,No,1,Si,Si,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,86.6,Si
0,Si,Si,72,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,DebitoEnCuenta,23.75,No
1,Si,No,33,Si,Si,FibraOptica,No,Si,No,No,No,No,Mensual,Si,DebitoEnCuenta,80.6,Si
0,No,No,12,Si,No,DSL,No,No,No,No,No,No,Mensual,No,DebitoEnCuenta,43.8,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,DebitoEnCuenta,19.75,No
0,No,Si,27,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.15,No
0,Si,Si,34,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,TarjetaDeCredito,19.6,No
0,Si,No,56,Si,No,FibraOptica,Si,No,Si,No,No,No,DosAños,No,DebitoEnCuenta,80.3,No
0,No,No,58,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,TarjetaDeCredito,24.35,No
0,Si,Si,22,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,TarjetaDeCredito,25.25,No
0,Si,Si,10,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,TarjetaDeCredito,26.1,No
0,No,No,13,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,TarjetaDeCredito,20.0,No
0,No,No,35,Si,Si,FibraOptica,No,Si,No,Si,No,No,Mensual,No,TarjetaDeCredito,85.3,Si
0,No,No,34,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,TarjetaDeCredito,70.0,Si
1,No,No,4,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,94.3,Si
0,Si,No,72,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,DebitoEnCuenta,20.7,No
0,No,No,2,Si,No,DSL,No,No,No,Si,Si,Si,Mensual,No,ChequeDigital,70.3,No
0,No,No,7,Si,No,FibraOptica,No,No,Si,No,Si,Si,Mensual,Si,ChequeDigital,95.35,Si
1,Si,No,27,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,75.5,Si
0,Si,Si,4,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequePapel,69.55,No
0,No,No,37,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequePapel,19.85,No
0,No,No,21,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.0,No
1,Si,No,53,Si,Si,FibraOptica,No,No,No,No,Si,Si,UnAño,Si,TarjetaDeCredito,95.85,No
0,No,No,18,Si,Si,FibraOptica,No,No,No,Si,No,Si,Mensual,Si,ChequeDigital,90.1,Si
0,No,No,2,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,No,ChequeDigital,68.95,Si
0,Si,Si,32,Si,Si,FibraOptica,Si,No,No,No,Si,Si,Mensual,Si,TarjetaDeCredito,99.55,Si
1,Si,No,23,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,Si,ChequeDigital,20.75,No
0,No,No,3,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,ChequePapel,50.15,No
0,Si,Si,71,No,SinServicioTelefonico,DSL,Si,Si,No,Si,Si,Si,DosAños,No,ChequePapel,58.65,No
0,No,No,9,Si,No,FibraOptica,No,No,No,Si,Si,Si,Mensual,Si,DebitoEnCuenta,95.9,No
0,No,No,1,Si,No,DSL,No,Si,No,No,No,No,Mensual,No,ChequeDigital,49.5,No
0,Si,Si,18,Si,No,DSL,No,No,Si,No,No,Si,Mensual,No,ChequeDigital,57.45,Si
0,Si,Si,12,Si,No,DSL,No,No,No,No,No,Si,UnAño,No,TarjetaDeCredito,53.65,Si
0,Si,No,71,Si,Si,DSL,Si,Si,Si,Si,No,Si,DosAños,Si,ChequePapel,80.1,No
0,No,No,64,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,Si,DebitoEnCuenta,24.4,No
0,No,No,4,No,SinServicioTelefonico,DSL,No,No,No,Si,No,Si,Mensual,Si,ChequeDigital,40.05,No
0,No,No,23,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequePapel,19.5,No
0,Si,Si,39,Si,No,DSL,Si,No,No,No,No,No,Mensual,No,TarjetaDeCredito,51.05,No
0,Si,No,28,Si,No,DSL,Si,No,No,Si,No,No,UnAño,No,ChequePapel,54.35,No
1,No,No,5,Si,No,FibraOptica,No,Si,No,No,Si,No,Mensual,Si,ChequeDigital,84.7,No
1,Si,No,45,Si,No,FibraOptica,No,No,Si,No,No,Si,Mensual,Si,ChequeDigital,86.1,No
0,No,No,37,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequePapel,70.35,No
1,Si,No,60,Si,No,FibraOptica,Si,Si,Si,Si,Si,Si,DosAños,Si,DebitoEnCuenta,110.0,No
1,No,No,8,Si,Si,FibraOptica,No,No,Si,No,Si,Si,Mensual,Si,ChequeDigital,100.6,Si
0,No,No,47,Si,Si,FibraOptica,Si,No,Si,No,Si,No,UnAño,No,TarjetaDeCredito,94.9,No
0,Si,Si,26,Si,Si,FibraOptica,No,No,No,No,Si,No,Mensual,Si,ChequeDigital,83.75,Si
1,Si,Si,3,Si,No,FibraOptica,Si,No,No,Si,Si,No,Mensual,Si,ChequePapel,88.3,Si
0,Si,Si,50,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,DebitoEnCuenta,69.75,No
0,Si,Si,27,Si,Si,DSL,No,No,No,Si,Si,Si,Mensual,No,DebitoEnCuenta,71.6,No
1,No,No,8,Si,No,FibraOptica,No,No,Si,No,Si,Si,Mensual,Si,ChequeDigital,92.1,Si
0,Si,No,62,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,DebitoEnCuenta,23.65,No
0,Si,No,71,Si,No,DSL,Si,No,Si,Si,Si,Si,DosAños,No,DebitoEnCuenta,81.85,No
0,No,No,66,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequePapel,25.1,No
0,Si,Si,68,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,DosAños,Si,DebitoEnCuenta,114.7,No
0,No,No,13,No,SinServicioTelefonico,DSL,No,No,Si,No,Si,Si,Mensual,No,ChequeDigital,49.15,No
0,Si,No,56,Si,No,FibraOptica,No,No,No,No,No,Si,UnAño,Si,ChequeDigital,80.9,No
0,Si,No,38,Si,No,FibraOptica,Si,Si,No,No,No,No,Mensual,Si,ChequeDigital,79.45,Si
1,No,No,14,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,No,TarjetaDeCredito,90.45,Si
0,No,Si,16,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,Si,DebitoEnCuenta,19.3,No
0,Si,Si,14,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,No,ChequeDigital,70.2,No
0,Si,Si,32,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,DebitoEnCuenta,69.75,Si
0,No,No,8,Si,No,DSL,Si,No,No,Si,No,No,UnAño,No,DebitoEnCuenta,54.25,No
0,Si,Si,43,Si,Si,FibraOptica,No,No,Si,No,Si,Si,Mensual,Si,DebitoEnCuenta,99.3,No
0,No,No,52,Si,Si,DSL,Si,No,Si,Si,Si,No,UnAño,No,TarjetaDeCredito,74.0,No
0,No,No,3,Si,No,DSL,No,No,No,Si,No,No,Mensual,Si,ChequePapel,50.25,No
0,No,No,29,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,Si,ChequePapel,19.8,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.65,Si
1,No,No,12,No,SinServicioTelefonico,DSL,No,No,Si,Si,No,Si,Mensual,Si,ChequeDigital,43.65,Si
0,Si,Si,16,No,SinServicioTelefonico,DSL,No,No,No,No,No,Si,Mensual,Si,TarjetaDeCredito,35.5,No
0,No,No,40,Si,Si,DSL,No,No,Si,Si,Si,Si,UnAño,Si,ChequePapel,80.75,No
0,No,No,5,No,SinServicioTelefonico,DSL,No,No,Si,No,No,Si,Mensual,No,ChequeDigital,39.5,Si
0,Si,No,40,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,DebitoEnCuenta,97.1,Si
0,No,No,36,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,ChequePapel,19.55,No
0,No,No,5,Si,No,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,80.0,Si
0,No,No,10,Si,No,FibraOptica,Si,No,No,No,Si,No,Mensual,Si,ChequePapel,84.7,Si
0,Si,Si,2,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,DebitoEnCuenta,89.55,Si
0,No,No,23,Si,Si,FibraOptica,No,No,No,Si,Si,No,Mensual,Si,ChequeDigital,90.6,Si
