nFacID;cFacSerie;cFacNumero;cComCodigo;cConVoucher;idProveedor;nMon_ID;nTC;desRUC;desProveedor;desDireccion;idFormaPago;Descripcion;cMonNombre;nComDetalle;idInsumo;nFacDCantidad;nFacDPrecio;nFacDAfecto;nFacDExento;nFacDDcto;nFacDIGV;nFacDIGVPercep;nFacDMonto;cInsCod;cInsSerie;DesLogIns;idUnidadMedida;DesLogUniMed;idTipoInsumo;DesTipoInsumo;nSubID;cSubDescripcion;dFacFecDoc;dFacFecOpera;dFechaSistema;dFacFecAnulo;dFechaVencimiento;dFacFecCancelo;nSucID;cSucCodigo;cSucNombre;cFacOCRefer;idContrato;Contrato;Nombre;sFacTipo;nFacMonto;cMonSimbolo;nNotUnico;cUsuFecha;estado
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;861;1;1.224;1.224;0;0;0.23256;0;1.45656;3925009CP                                         ;                                                                                                    ;RESORTE                                                                                             ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;68;RESORTE;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;862;1;1.746;1.746;0;0;0.33174;0;2.07774;3929457CP                                         ;                                                                                                    ;ANILLO DE JEBE                                                                                      ;1;UNIDAD (ES)                                       ;15;ARO / SELLO                             ;107;ANILLO;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;863;1;211.164;211.164;0;0;40.12116;0;251.28516;3937404CP                                         ;                                                                                                    ;BOMBA DE ACEITE                                                                                     ;1;UNIDAD (ES)                                       ;13;BOMBA;56;BOMBA DE ACEITE;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1177;2;2.586;5.172;0;0;0.98268;0;6.15468;3936876CP                                         ;                                                                                                    ;SELLO DE ANILLO RECTANGULAR                                                                         ;1;UNIDAD (ES)                                       ;15;ARO / SELLO                             ;107;ANILLO;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;864;1;532.704;532.704;0;0;101.21376;0;633.91776;3929886CP                                         ;                                                                                                    ;EJE DE LEVAS                                                                                        ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;70;EJE DE LEVAS;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;866;1;4.38;4.38;0;0;0.8322;0;5.2122;3927155CP                                         ;                                                                                                    ;SOPORTE SEGURO DE EJE DE LEVAS                                                                      ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;157;SOPORTE SEGURO;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;865;1;1.116;1.116;0;0;0.21204;0;1.32804;3902332CP                                         ;                                                                                                    ;CHAVETA                                                                                             ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;63;CHAVETA WOODRUF;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1178;2;1.242;2.484;0;0;0.47196;0;2.95596;3900227CP                                         ;                                                                                                    ;PERNO                                                                                               ;1;UNIDAD (ES)                                       ;17;PERNERIA                                ;25;PERNOS;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1179;6;102.942;617.652;0;0;117.35388;0;735.00588;4089270CP                                         ;                                                                                                    ;INYECTOR                                                                                            ;1;UNIDAD (ES)                                       ;29;SISTEMA DE INYECCION                    ;259;INYECTOR;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;867;5;1.782;8.91;0;0;1.6929;0;10.6029;3922073CP                                         ;                                                                                                    ;TAPON                                                                                               ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;33;TAPON;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1185;12;1.848;22.176;0;0;4.21344;0;26.38944;3944593CP                                         ;                                                                                                    ;PERNO DE MÚLTIPLE DE ESCAPE                                                                         ;1;UNIDAD (ES)                                       ;17;PERNERIA                                ;25;PERNOS;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1187;2;1.242;2.484;0;0;0.47196;0;2.95596;3412320CP                                         ;                                                                                                    ;ABRAZADERA                                                                                          ;1;UNIDAD (ES)                                       ;9;ACCESORIO                               ;72;ABRAZADERA;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1188;1;21.006;21.006;0;0;3.99114;0;24.99714;3286499CP                                         ;                                                                                                    ;MANGUERA PLANA                                                                                      ;1;UNIDAD (ES)                                       ;5;MANGUERA                                ;9;MANGUERA PARA AIRE;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1190;1;1.434;1.434;0;0;0.27246;0;1.70646;3037236CP                                         ;                                                                                                    ;ANILLO DE JEBE                                                                                      ;1;UNIDAD (ES)                                       ;15;ARO / SELLO                             ;44;ANILLO DE JEBE;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1191;1;112.914;112.914;0;0;21.45366;0;134.36766;3976831CP                                         ;                                                                                                    ;TENSIONER, BELT                                                                                     ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;157;SOPORTE SEGURO;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1192;1;172.734;172.734;0;0;32.81946;0;205.55346;3286278CP                                         ;                                                                                                    ;BOMBA DE AGUA                                                                                       ;1;UNIDAD (ES)                                       ;11;BOMBA;188;BOMBA DE AGUA;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1170;2;3.402;6.804;0;0;1.29276;0;8.09676;3969988CP                                         ;                                                                                                    ;EMPAQUE                                                                                             ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;49;EMPAQUE;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;875;1;84.228;84.228;0;0;16.00332;0;100.23132;3926126CP                                         ;                                                                                                    ;OIL SEAL ( 3926126 )                                                                                ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;54;KIT DE SELLOS POSTERIOR;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;874;1;84.018;84.018;0;0;15.96342;0;99.98142;3802820CP                                         ;                                                                                                    ;OIL SEAL                                                                                            ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;152;O´RING;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;877;5;5.118;25.59;0;0;4.8621;0;30.4521;3922072CP                                         ;                                                                                                    ;TAPON                                                                                               ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;33;TAPON;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;916;3;1.8;5.4;0;0;1.026;0;6.426;3900956CP                                         ;                                                                                                    ;"TAPON 11/16 ""                                                                                       ";1;UNIDAD (ES)                                       ;13;MOTOR                                   ;33;TAPON;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;917;1;2.028;2.028;0;0;0.38532;0;2.41332;3900687CP                                         ;                                                                                                    ;"TAPON PLANO 2 3/8 ""                                                                                 ";1;UNIDAD (ES)                                       ;13;MOTOR                                   ;33;TAPON;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;880;1;0.666;0.666;0;0;0.12654;0;0.79254;3920706CP                                         ;                                                                                                    ;TAPON                                                                                               ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;33;TAPON;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;879;1;1.782;1.782;0;0;0.33858;0;2.12058;3900958CP                                         ;                                                                                                    ;TAPON                                                                                               ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;33;TAPON;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1173;4;1.464;5.856;0;0;1.11264;0;6.96864;3007635CP                                         ;                                                                                                    ;TAPON DE 1 PLUG                                                                                     ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;33;TAPON;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;881;12;13.896;166.752;0;0;31.68288;0;198.43488;3931623CP                                         ;                                                                                                    ;BUZO H                                                                                              ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;24;BUZO ;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;882;1;32.124;32.124;0;0;6.10356;0;38.22756;3802968CP                                         ;                                                                                                    ;KIT DE TERMOSTATO                                                                                   ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;140;TERMOSTATO;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;883;8;1.1174;8.9392;0;0;1.69845;0;10.63765;3963983CP                                         ;                                                                                                    ;ARANDELA                                                                                            ;1;UNIDAD (ES)                                       ;9;OTROS;166;ARANDELA.;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;872;12;3.038;36.456;0;0;6.92664;0;43.38264;3284377CP                                         ;                                                                                                    ;VARILLA DE IMPULSO                                                                                  ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;61;VARILLA DE EMPUJE;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
361;001;19256          ;FC ;14    ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1169;1;139.2435;139.2435;0;0;26.45627;0;165.69977;4089649CP                                         ;                                                                                                    ;JGO DE EMPAQUE ALTA                                                                                 ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;49;EMPAQUE;39808;39808;39808;;39838;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1208                                       ;0;NINGUNO.;;C;3410.16;$;0;39808.5998;1
362;003;0118151        ;FC ;15    ;1;2;0;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1303;1;1119.45;1119.45;0;0;212.6955;0;1332.1455;4089662NXCP                                       ;                                                                                                    ;KIT DE VÁLVULA DE CONTROL (4089662)                                                                 ;1;UNIDAD (ES)                                       ;21;COMPONENTE                              ;168;CONTROLADOR ;39812;39812;39815;;39842;;1;SC1;SUCURSAL 1                                                                                          ;HCE-08-1209                                       ;0;NINGUNO.;;C;1332.15;$;0;39815.3592;1
363;026;0019386        ;FC ;1     ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1308;1;635.76;635.76;0;0;120.7944;0;756.5544;3102763CP                                         ;                                                                                                    ;MOTOR-STARTING (3938499)                                                                            ;1;UNIDAD (ES)                                       ;6;SISTEMA ELECTRICO                       ;158;ARRANCADOR;39818;39818;39818;;39848;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0101                                       ;0;NINGUNO.;;C;756.55;$;0;39818.72127;1
364;002;012081         ;FC ;2     ;8;1;3.11;10099584675              ;NIPPON FILTER`S                                                                                     ;AV Iquitos # 323-La victoria_Lima                                                                   ;1;CONTADO;Nuevos Soles;FACTURA;905;2;23.53;47.06;0;0;8.9414;0;56.0014;32B40-00100                                       ;                                                                                                    ;FILTRO DE ACEITE                                                                                    ;1;UNIDAD (ES)                                       ;1;FILTRO                                  ;26;FILTRO DE ACEITE;39827;39827;39827;;39827;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;56;S/;0;39827.71055;1
365;001;0051354        ;FC ;1     ;16;2;3.11;20100869498              ;CORTRANSA                                                                                           ;AV. DE LAS AMERICAS # 723, BALCONCILLO - LA VICTORIA                                                ;1;CONTADO;Dólares Americanos;FACTURA;827;1;18.2;18.2;0;0;3.458;0;21.658;3288746CP                                         ;                                                                                                    ;FAJA                                                                                                ;1;UNIDAD (ES)                                       ;4;FAJAS;133;FAJA ACCESORIOS;39846;39846;39846;;39846;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;21.66;$;0;39846.53408;1
366;001;0051362        ;FC ;2     ;16;2;3.11;20100869498              ;CORTRANSA                                                                                           ;AV. DE LAS AMERICAS # 723, BALCONCILLO - LA VICTORIA                                                ;1;CONTADO;Dólares Americanos;FACTURA;1519;1;18.95;18.95;0;0;3.6005;0;22.5505;3925953CP                                         ;                                                                                                    ;FAJA DE ACCESORIOS                                                                                  ;1;UNIDAD (ES)                                       ;4;FAJAS;133;FAJA ACCESORIOS;39846;39846;39846;;39846;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;22.55;$;0;39846.64721;1
367;026;20318          ;FC ;3     ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;885;1;8.02;8.02;0;0;1.5238;0;9.5438;3924726CP                                         ;                                                                                                    ;VALVULA CHECK                                                                                       ;1;UNIDAD (ES)                                       ;13;VALVULAS                                ;46;VALVULA CHECK;39848;39848;39848;;39878;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0110                                       ;0;NINGUNO.;;C;230;$;0;39848.36965;1
367;026;20318          ;FC ;3     ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1480;1;131.63;131.63;0;0;25.0097;0;156.6397;3910739CP                                         ;                                                                                                    ;RODAJE DE POLEA (3910739)                                                                           ;1;UNIDAD (ES)                                       ;8;ESTRUCTURA                              ;177;RODAJE.;39848;39848;39848;;39878;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0110                                       ;0;NINGUNO.;;C;230;$;0;39848.36965;1
367;026;20318          ;FC ;3     ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1188;1;21.01;21.01;0;0;3.9919;0;25.0019;3286499CP                                         ;                                                                                                    ;MANGUERA PLANA                                                                                      ;1;UNIDAD (ES)                                       ;5;MANGUERA                                ;9;MANGUERA PARA AIRE;39848;39848;39848;;39878;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0110                                       ;0;NINGUNO.;;C;230;$;0;39848.36965;1
367;026;20318          ;FC ;3     ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1415;2;1.27;2.54;0;0;0.4826;0;3.0226;3937613CP                                         ;                                                                                                    ;ABRAZADERA                                                                                          ;1;UNIDAD (ES)                                       ;9;ACCESORIO                               ;72;ABRAZADERA;39848;39848;39848;;39878;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0110                                       ;0;NINGUNO.;;C;230;$;0;39848.36965;1
367;026;20318          ;FC ;3     ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1389;1;1.34;1.34;0;0;0.2546;0;1.5946;3008468CP                                         ;                                                                                                    ;"TAPON DE 107-128""                                                                                   ";1;UNIDAD (ES)                                       ;13;MOTOR                                   ;33;TAPON;39848;39848;39848;;39878;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0110                                       ;0;NINGUNO.;;C;230;$;0;39848.36965;1
367;026;20318          ;FC ;3     ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1512;2;13.06;26.12;0;0;4.9628;0;31.0828;3916437CP                                         ;                                                                                                    ;MANGUERA DE TUBO DE ADMISIÓN                                                                        ;1;UNIDAD (ES)                                       ;5;MANGUERA                                ;9;MANGUERA PARA AIRE;39848;39848;39848;;39878;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0110                                       ;0;NINGUNO.;;C;230;$;0;39848.36965;1
367;026;20318          ;FC ;3     ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1396;2;1.31;2.62;0;0;0.4978;0;3.1178;3906619CP                                         ;                                                                                                    ;TAPON DE TUBERIA                                                                                    ;1;UNIDAD (ES)                                       ;9;OTROS;116;TAPA;39848;39848;39848;;39878;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0110                                       ;0;NINGUNO.;;C;230;$;0;39848.36965;1
368;026;20319          ;FC ;4     ;1;2;3.11;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1467;1;300.91;300.91;0;0;57.1729;0;358.0829;3930234CP                                         ;                                                                                                    ;SOLENOID,FUEL PUMP                                                                                  ;1;UNIDAD (ES)                                       ;9;BOMBA;119;BOMBA;39848;39848;39848;;39876;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0201                                       ;0;NINGUNO.;;C;401.2;$;0;39848.3722;1
