id;fecha;raz_soc_prove;mat_id;med_id;cantidad;precio;idMoneda;TCV_a_Soles;Precio_S;Subtotal_S
00827-05-2014;28/05/2014;ACEROS Y TECHOS S.A.;01050010042;6;61.5;11.635593;1;1;11.635593;715.58897
00866-06-2014;4/06/2014;MAQUINARIAS JAAM S.A.;06030020004;16;1;104.406779;1;1;104.406779;104.406779
00852-06-2014;3/06/2014;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;01090030009;3;68;20.79;2;2.774;57.67146;3921.65928
00856-06-2014;4/06/2014;C & M SERVICENTROS SOCIEDAD ANONIMA CERRADA;03080010001;3;10;12.93;1;1;12.93;129.3
00863-06-2014;4/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010034;16;25;2.43;1;1;2.43;60.75
00863-06-2014;4/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010004;16;10;2.86;1;1;2.86;28.6
00863-06-2014;4/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010035;16;25;5;1;1;5;125
00864-06-2014;4/06/2014;GASES Y TECNOLOGÍA S.R.L.;02010030005;17;20;4.5;1;1;4.5;90
00865-06-2014;4/06/2014;SOL GAS;02010040002;12;1;114.11;1;1;114.11;114.11
00867-06-2014;5/06/2014;DISTRIBUIDORA DE AGUA NATURAL S.A.C. - FRESH LIFE;06040010004;16;8;8.474576;1;1;8.474576;67.796608
00875-06-2014;6/06/2014;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;01090030007;3;26;23.5;2;2.786;65.471;1702.246
00875-06-2014;6/06/2014;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;01090040011;3;34;39.23;2;2.786;109.29478;3716.02252
00875-06-2014;6/06/2014;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;01090050007;3;20;48.43;2;2.786;134.92598;2698.5196
00875-06-2014;6/06/2014;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;01090090014;3;15;14;2;2.786;39.004;585.06
00875-06-2014;6/06/2014;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;01090090016;3;6;24.31;2;2.786;67.72766;406.36596
00876-06-2014;6/06/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01040010060;4;0.33;1905.1;2;2.786;5307.6086;1751.510838
00876-06-2014;6/06/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01020040044;4;2.5;46.7;2;2.786;130.1062;325.2655
00876-06-2014;6/06/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01020010058;4;2;32.08;2;2.786;89.37488;178.74976
00871-06-2014;5/06/2014;PRECOR S.A.;01050010043;13;202.13;9.852322;2;2.786;27.44856909;5548.179271
00871-06-2014;5/06/2014;PRECOR S.A.;01050010044;13;57.87;9.852255;2;2.786;27.44838243;1588.437891
00871-06-2014;5/06/2014;PRECOR S.A.;01050010045;13;240.25;9.85227;2;2.786;27.44842422;6594.483919
00877-06-2014;6/06/2014;TRADI S.A.;01010080093;2;1;361.74;2;2.786;1007.80764;1007.80764
00878-06-2014;7/06/2014;SEDISA SAC;01100010016;7;120;1.7;2;2.786;4.7362;568.344
00878-06-2014;7/06/2014;SEDISA SAC;01100010001;7;80;3.01;2;2.786;8.38586;670.8688
00878-06-2014;7/06/2014;SEDISA SAC;01100010010;7;100;2.98;2;2.786;8.30228;830.228
00878-06-2014;7/06/2014;SEDISA SAC;01100010015;7;225;4.15;2;2.786;11.5619;2601.4275
00879-06-2014;7/06/2014;INDURA PERU S.A.;02010030005;17;100;4.3;1;1;4.3;430
00880-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010035;16;100;5;1;1;5;500
00880-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010004;16;200;2.86;1;1;2.86;572
00880-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010007;16;100;8.98;1;1;8.98;898
00880-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010034;16;200;2.43;1;1;2.43;486
00880-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;02060040010;16;12;18.64;1;1;18.64;223.68
00881-06-2014;7/06/2014;SOL GAS;02010040002;12;2;114.11;1;1;114.11;228.22
00882-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;02060030024;16;24;4.85;1;1;4.85;116.4
00882-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010024;16;50;1.51;1;1;1.51;75.5
00882-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;02060020002;16;4;11.44;1;1;11.44;45.76
00882-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;06010020004;16;4;53.39;1;1;53.39;213.56
00882-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;02060020004;7;50;2.25;1;1;2.25;112.5
00882-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010025;16;50;1.35;1;1;1.35;67.5
00882-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;05020020066;18;12;7.63;1;1;7.63;91.56
00882-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;06020010003;16;40;18.17;1;1;18.17;726.8
00883-06-2014;7/06/2014;MAMANI MAYHUIRE JULIO CESAR;01090090011;3;50;10.17;1;1;10.17;508.5
00884-06-2014;7/06/2014;SEDISA SAC;01100010015;7;150;4.15;2;2.786;11.5619;1734.285
00885-06-2014;7/06/2014;GASES Y TECNOLOGÍA S.R.L.;02010010001;17;80;14;1;1;14;1120
00886-06-2014;7/06/2014;INDURA PERU S.A.;02010010004;17;120;14;1;1;14;1680
00886-06-2014;7/06/2014;INDURA PERU S.A.;02010030005;17;100;4.3;1;1;4.3;430
00886-06-2014;7/06/2014;INDURA PERU S.A.;02010020003;7;90;4;1;1;4;360
00887-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010034;16;100;2.43;1;1;2.43;243
00887-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010004;16;100;2.86;1;1;2.86;286
00887-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;02060040010;16;12;18.64;1;1;18.64;223.68
00887-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010007;16;100;8.98;1;1;8.98;898
00887-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010035;16;100;5;1;1;5;500
00887-06-2014;7/06/2014;DIMARI TOTAL SECURITY EIRL ;02060040007;20;1;56.779661;1;1;56.779661;56.779661
00891-06-2014;9/06/2014;DIMARI TOTAL SECURITY EIRL ;02060020004;7;50;2.25;1;1;2.25;112.5
00891-06-2014;9/06/2014;DIMARI TOTAL SECURITY EIRL ;05020030007;16;15;8.91;1;1;8.91;133.65
00892-06-2014;9/06/2014;GRATING PERU S.A.C.;01070010033;2;1;382.95;1;1;382.95;382.95
00892-06-2014;9/06/2014;GRATING PERU S.A.C.;01070010034;2;2;293.01;1;1;293.01;586.02
00892-06-2014;9/06/2014;GRATING PERU S.A.C.;01070010035;2;13;97.56;1;1;97.56;1268.28
00892-06-2014;9/06/2014;GRATING PERU S.A.C.;01070010036;2;1;97.56;1;1;97.56;97.56
00892-06-2014;9/06/2014;GRATING PERU S.A.C.;01070010037;2;2;97.56;1;1;97.56;195.12
00892-06-2014;9/06/2014;GRATING PERU S.A.C.;01070010038;2;32;97.56;1;1;97.56;3121.92
00892-06-2014;9/06/2014;GRATING PERU S.A.C.;01070010028;2;4;319.8775;1;1;319.8775;1279.51
00892-06-2014;9/06/2014;GRATING PERU S.A.C.;01070010030;2;2;513.065;1;1;513.065;1026.13
00892-06-2014;9/06/2014;GRATING PERU S.A.C.;01070010032;2;2;518.165;1;1;518.165;1036.33
00892-06-2014;9/06/2014;GRATING PERU S.A.C.;01070010031;2;1;451.7;1;1;451.7;451.7
00667-04-2014;25/04/2014;COMERCIAL LI S.A.;06030010024;16;24;2.627118;1;1;2.627118;63.050832
00667-04-2014;25/04/2014;COMERCIAL LI S.A.;06030010094;5;6;17.79661;1;1;17.79661;106.77966
00667-04-2014;25/04/2014;COMERCIAL LI S.A.;06030010099;16;1;9.576271;1;1;9.576271;9.576271
00684-04-2014;28/04/2014;SEDISA SAC;01100010001;7;20;3.01;2;2.803;8.43703;168.7406
00685-04-2014;29/04/2014;COMERCIAL DEL ACERO S.A.;01010030007;2;12;5.77;2;2.808;16.20216;194.42592
00687-04-2014;29/04/2014;QUIMICA INDUSTRIAL SALKANTAY SAC;01090090011;3;12;10.508474;1;1;10.508474;126.101688
00688-04-2014;29/04/2014;MAMANI MAYHUIRE JULIO CESAR;01090070032;3;22;38.14;1;1;38.14;839.08
00695-05-2014;2/05/2014;PRECOR S.A.;01080020010;13;9.68;9.53;2;2.809;26.76977;259.131374
00695-05-2014;2/05/2014;PRECOR S.A.;01080020011;13;9.31;9.53;2;2.809;26.76977;249.226559
00695-05-2014;2/05/2014;PRECOR S.A.;01080020012;13;8.77;9.53;2;2.809;26.76977;234.770883
00695-05-2014;2/05/2014;PRECOR S.A.;01080020013;13;8.23;9.53;2;2.809;26.76977;220.315207
00695-05-2014;2/05/2014;PRECOR S.A.;01080020015;13;7.69;9.53;2;2.809;26.76977;205.859531
00695-05-2014;2/05/2014;PRECOR S.A.;01080020016;13;7.15;9.53;2;2.809;26.76977;191.403856
00695-05-2014;2/05/2014;PRECOR S.A.;01080020017;13;6.61;9.53;2;2.809;26.76977;176.94818
00695-05-2014;2/05/2014;PRECOR S.A.;01080020018;13;6.03;9.53;2;2.809;26.76977;161.421713
00695-05-2014;2/05/2014;PRECOR S.A.;01080020019;13;5.46;9.53;2;2.809;26.76977;146.162944
00695-05-2014;2/05/2014;PRECOR S.A.;01080020020;13;4.9;9.53;2;2.809;26.76977;131.171873
00695-05-2014;2/05/2014;PRECOR S.A.;01080020021;13;17.75;9.53;2;2.809;26.76977;475.163418
00695-05-2014;2/05/2014;PRECOR S.A.;01080020022;13;16.97;9.53;2;2.809;26.76977;454.282997
00695-05-2014;2/05/2014;PRECOR S.A.;01080020023;13;15.91;9.53;2;2.809;26.76977;425.907041
00695-05-2014;2/05/2014;PRECOR S.A.;01080020024;13;14.83;9.53;2;2.809;26.76977;396.995689
00695-05-2014;2/05/2014;PRECOR S.A.;01080020025;13;13.75;9.53;2;2.809;26.76977;368.084338
00695-05-2014;2/05/2014;PRECOR S.A.;01080020026;13;12.67;9.53;2;2.809;26.76977;339.172986
00695-05-2014;2/05/2014;PRECOR S.A.;01080020027;13;11.56;9.53;2;2.809;26.76977;309.458541
00695-05-2014;2/05/2014;PRECOR S.A.;01080020028;13;10.44;9.53;2;2.809;26.76977;279.476399
00695-05-2014;2/05/2014;PRECOR S.A.;01080020029;13;9.31;9.53;2;2.809;26.76977;249.226559
00695-05-2014;2/05/2014;PRECOR S.A.;01080020030;13;8.17;9.53;2;2.809;26.76977;218.709021
00695-05-2014;2/05/2014;PRECOR S.A.;01080020031;13;33.66;9.53;2;2.809;26.76977;901.070458
00746-05-2014;14/05/2014;MAESTRO PERU S.A.;01010030053;16;6;50.838983;1;1;50.838983;305.033898
00746-05-2014;14/05/2014;MAESTRO PERU S.A.;01010030022;2;22;22.025423;1;1;22.025423;484.559306
00746-05-2014;14/05/2014;MAESTRO PERU S.A.;01010030054;16;22;33.88983;1;1;33.88983;745.57626
00728-05-2014;10/05/2014;SEDISA SAC;01100010001;7;40;3.01;2;2.788;8.39188;335.6752
00728-05-2014;10/05/2014;SEDISA SAC;01100010010;7;40;2.98;2;2.788;8.30824;332.3296
00729-05-2014;10/05/2014;DIMARI TOTAL SECURITY EIRL ;02060020004;7;20;2.25;1;1;2.25;45
00729-05-2014;10/05/2014;DIMARI TOTAL SECURITY EIRL ;05020020066;18;3;7.63;1;1;7.63;22.89
00729-05-2014;10/05/2014;DIMARI TOTAL SECURITY EIRL ;02060010004;16;20;2.86;1;1;2.86;57.2
00729-05-2014;10/05/2014;DIMARI TOTAL SECURITY EIRL ;02060010034;16;75;2.43;1;1;2.43;182.25
00729-05-2014;10/05/2014;DIMARI TOTAL SECURITY EIRL ;02060020002;16;2;11.44;1;1;11.44;22.88
00729-05-2014;10/05/2014;DIMARI TOTAL SECURITY EIRL ;06010020004;16;2;53.39;1;1;53.39;106.78
00729-05-2014;10/05/2014;DIMARI TOTAL SECURITY EIRL ;06020010003;16;60;18.17;1;1;18.17;1090.2
00730-05-2014;10/05/2014;SOL GAS;02010040002;12;1;114.11;1;1;114.11;114.11
00731-05-2014;10/05/2014;EMBOTELLADORA MACARENA E.I.R.L.;06040010001;16;10;8.4745;1;1;8.4745;84.745
00732-05-2014;10/05/2014;DIMARI TOTAL SECURITY EIRL ;03010020081;16;22;82.97;1;1;82.97;1825.34
00733-05-2014;10/05/2014;DIMARI TOTAL SECURITY EIRL ;01090060001;16;6;7.2;1;1;7.2;43.2
00746-05-2014;14/05/2014;MAESTRO PERU S.A.;03010020071;16;2;28.728813;1;1;28.728813;57.457626
00746-05-2014;14/05/2014;MAESTRO PERU S.A.;03010020084;16;5;3.305084;1;1;3.305084;16.52542
00777-05-2014;19/05/2014;TRADI S.A.;01010110029;2;73;47.04;2;2.786;131.05344;9566.90112
00777-05-2014;19/05/2014;TRADI S.A.;01010110125;2;37;34.42;2;2.786;95.89412;3548.08244
00777-05-2014;19/05/2014;TRADI S.A.;01010110018;2;16;22.1;2;2.786;61.5706;985.1296
00777-05-2014;19/05/2014;TRADI S.A.;01010110139;2;24;10.17;2;2.786;28.33362;680.00688
00777-05-2014;19/05/2014;TRADI S.A.;01010080123;2;6;151.34;2;2.786;421.63324;2529.79944
00855-06-2014;4/06/2014;C & M SERVICENTROS SOCIEDAD ANONIMA CERRADA;03080010002;3;234.45;11.808;1;1;11.808;2768.3856
00869-06-2014;5/06/2014;CUOTA DE VENTA SAC;01040020004;16;5;81.2;1;1;81.2;406
00892-06-2014;9/06/2014;GRATING PERU S.A.C.;01070010027;2;2;429.98;1;1;429.98;859.96
00892-06-2014;9/06/2014;GRATING PERU S.A.C.;01070010029;2;1;354.52;1;1;354.52;354.52
00896-06-2014;9/06/2014;TRADI S.A.;01010020058;2;10;116.42;2;2.782;323.88044;3238.8044
00893-06-2014;9/06/2014;CHANG RAMOS SUSANA / LABORATORIO FUERZA PERU;03050030026;22;1;4491.525423;1;1;4491.525423;4491.525423
00897-06-2014;10/06/2014;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;01090030009;3;20;20.79;2;2.788;57.96252;1159.2504
00897-06-2014;10/06/2014;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;01090010014;3;20;20.79;2;2.788;57.96252;1159.2504
00897-06-2014;10/06/2014;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;01090090021;3;8;14;2;2.788;39.032;312.256
00898-06-2014;10/06/2014;SOLDEX S.A.;02060080005;16;24;0.77;2;2.788;2.14676;51.52224
00898-06-2014;10/06/2014;SOLDEX S.A.;02060080008;16;6;12.8;2;2.788;35.6864;214.1184
00899-06-2014;10/06/2014;PERUPAINT S.A.C.;01090010015;3;74;22;2;2.788;61.336;4538.864
00899-06-2014;10/06/2014;PERUPAINT S.A.C.;01090030010;3;98;20;2;2.788;55.76;5464.48
00899-06-2014;10/06/2014;PERUPAINT S.A.C.;01090090022;3;34;10.5;2;2.788;29.274;995.316
00901-06-2014;11/06/2014;GMR INVERSIONES SAC;03030010002;16;1;12;2;2.789;33.468;33.468
00901-06-2014;11/06/2014;GMR INVERSIONES SAC;05010010005;16;2;53.39;2;2.789;148.90471;297.80942
00901-06-2014;11/06/2014;GMR INVERSIONES SAC;05010010010;16;2;42.37;2;2.789;118.16993;236.33986
00901-06-2014;11/06/2014;GMR INVERSIONES SAC;05010010004;16;2;42.37;2;2.789;118.16993;236.33986
00902-06-2014;11/06/2014;SEDISA SAC;01100010001;7;100;3.01;2;2.789;8.39489;839.489
00902-06-2014;11/06/2014;SEDISA SAC;01100010010;7;100;2.98;2;2.789;8.31122;831.122
00903-06-2014;11/06/2014;DIMARI TOTAL SECURITY EIRL ;05010020019;16;2;26.85;1;1;26.85;53.7
00903-06-2014;11/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010074;16;6;55.08;1;1;55.08;330.48
00904-06-2014;11/06/2014;SOLDEX S.A.;02060080006;16;6;0.77;2;2.789;2.14753;12.88518
00904-06-2014;11/06/2014;SOLDEX S.A.;02060080005;16;12;0.77;2;2.789;2.14753;25.77036
00904-06-2014;11/06/2014;SOLDEX S.A.;02060080008;16;3;12.8;2;2.789;35.6992;107.0976
00905-06-2014;11/06/2014;GMR INVERSIONES SAC;05010010016;16;2;94;2;2.789;262.166;524.332
00905-06-2014;11/06/2014;GMR INVERSIONES SAC;03030010002;16;1;12;2;2.789;33.468;33.468
00973-06-2014;25/06/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01040010061;4;0.07;1063.09;2;2.804;2980.90436;208.663305
00973-06-2014;25/06/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01020040083;4;1.5;19.41;2;2.804;54.42564;81.63846
00973-06-2014;25/06/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01020010063;4;0.8;12.64;2;2.804;35.44256;28.354048
00973-06-2014;25/06/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01040010060;4;0.15;1905.1;2;2.804;5341.9004;801.28506
00973-06-2014;25/06/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01020040084;4;1.5;46.7;2;2.804;130.9468;196.4202
00973-06-2014;25/06/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01020010058;4;0.75;32.08;2;2.804;89.95232;67.46424
00973-06-2014;25/06/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01020030115;4;6.25;169.22;2;2.804;474.49288;2965.5805
00973-06-2014;25/06/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01020040085;4;6.25;69.44;2;2.804;194.70976;1216.936
00973-06-2014;25/06/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01020010031;4;6.25;18.26;2;2.804;51.20104;320.0065
00973-06-2014;25/06/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01020030090;4;3.25;57.06;2;2.804;159.99624;519.98778
00973-06-2014;25/06/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01020030083;4;1.6;52.16;2;2.804;146.25664;234.010624
00973-06-2014;25/06/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01020040012;4;4.85;24.99;2;2.804;70.07196;339.849006
00973-06-2014;25/06/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01020010030;4;4.85;10.02;2;2.804;28.09608;136.265988
00977-06-2014;25/06/2014;COMERCIAL LI S.A.;06030010035;16;3;1.672881;1;1;1.672881;5.018643
00977-06-2014;25/06/2014;COMERCIAL LI S.A.;06030010090;16;3;1.672881;1;1;1.672881;5.018643
00977-06-2014;25/06/2014;COMERCIAL LI S.A.;06030010018;16;1;6.779661;1;1;6.779661;6.779661
00765-05-2014;16/05/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01040010060;4;0.02;1905.1;1;1;1905.1;38.102
00821-05-2014;27/05/2014;DIMARI TOTAL SECURITY EIRL ;02060010074;16;12;55.08;1;1;55.08;660.96
00821-05-2014;27/05/2014;DIMARI TOTAL SECURITY EIRL ;02060040010;16;6;18.64;1;1;18.64;111.84
00821-05-2014;27/05/2014;DIMARI TOTAL SECURITY EIRL ;02060010044;16;12;17.9;1;1;17.9;214.8
00822-05-2014;27/05/2014;DIMARI TOTAL SECURITY EIRL ;05020020066;18;3;7.63;1;1;7.63;22.89
00822-05-2014;27/05/2014;DIMARI TOTAL SECURITY EIRL ;06010020004;16;1;53.39;1;1;53.39;53.39
00822-05-2014;27/05/2014;DIMARI TOTAL SECURITY EIRL ;02060020004;7;15;2.25;1;1;2.25;33.75
00822-05-2014;27/05/2014;DIMARI TOTAL SECURITY EIRL ;02060020002;16;2;11.44;1;1;11.44;22.88
00884-06-2014;7/06/2014;SEDISA SAC;01100010016;7;300;1.7;2;2.786;4.7362;1420.86
00898-06-2014;10/06/2014;SOLDEX S.A.;02060080006;16;12;0.77;2;2.788;2.14676;25.76112
00894-06-2014;9/06/2014;TRADI S.A.;01010110125;2;6;34.43;2;2.782;95.78426;574.70556
00894-06-2014;9/06/2014;TRADI S.A.;01010110018;2;4;22.11;2;2.782;61.51002;246.04008
00894-06-2014;9/06/2014;TRADI S.A.;01010080123;2;1;151.35;2;2.782;421.0557;421.0557
00894-06-2014;9/06/2014;TRADI S.A.;01010090007;2;2;12.85;2;2.782;35.7487;71.4974
00894-06-2014;9/06/2014;TRADI S.A.;01010110185;2;15;19.12;2;2.782;53.19184;797.8776
00895-06-2014;9/06/2014;COMERCIAL DEL ACERO S.A.;01010110252;2;8;70.94;2;2.782;197.35508;1578.84064
00908-06-2014;11/06/2014;BABILONIA MARIN LUZ ESTHER;03050030026;22;1;200;1;1;200;200
00911-06-2014;12/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010004;16;30;2.86;1;1;2.86;85.8
00911-06-2014;12/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010034;16;100;2.43;1;1;2.43;243
00911-06-2014;12/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010055;16;5;12.39;1;1;12.39;61.95
00915-06-2014;12/06/2014;SEDISA SAC;01100010001;7;60;3.01;2;2.789;8.39489;503.6934
00915-06-2014;12/06/2014;SEDISA SAC;01100010010;7;80;2.98;2;2.789;8.31122;664.8976
00916-06-2014;12/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010007;16;20;8.98;1;1;8.98;179.6
00916-06-2014;12/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010004;16;20;2.86;1;1;2.86;57.2
00916-06-2014;12/06/2014;DIMARI TOTAL SECURITY EIRL ;02060020004;7;10;2.25;1;1;2.25;22.5
00916-06-2014;12/06/2014;DIMARI TOTAL SECURITY EIRL ;02060030025;16;12;4.3;1;1;4.3;51.6
00916-06-2014;12/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010034;16;60;2.43;1;1;2.43;145.8
00916-06-2014;12/06/2014;DIMARI TOTAL SECURITY EIRL ;02060030024;16;12;4.85;1;1;4.85;58.2
00916-06-2014;12/06/2014;DIMARI TOTAL SECURITY EIRL ;02060010035;16;40;5;1;1;5;200
00917-06-2014;12/06/2014;QUIMICA INDUSTRIAL SALKANTAY SAC;01090090011;3;8;10.508474;1;1;10.508474;84.067792
00918-06-2014;13/06/2014;COMERCIAL LI S.A.;06030010015;16;6;0.938983;1;1;0.938983;5.633898
00918-06-2014;13/06/2014;COMERCIAL LI S.A.;06030010094;5;10;16.779661;1;1;16.779661;167.79661
00918-06-2014;13/06/2014;COMERCIAL LI S.A.;06030010077;20;6;0.48305;1;1;0.48305;2.8983
00918-06-2014;13/06/2014;COMERCIAL LI S.A.;06030010082;16;24;2.627118;1;1;2.627118;63.050832
00918-06-2014;13/06/2014;COMERCIAL LI S.A.;06030010101;20;2;2.542372;1;1;2.542372;5.084744
00918-06-2014;13/06/2014;COMERCIAL LI S.A.;06030010102;20;2;1.779661;1;1;1.779661;3.559322
00918-06-2014;13/06/2014;COMERCIAL LI S.A.;06030010019;16;1;3.745762;1;1;3.745762;3.745762
00918-06-2014;13/06/2014;COMERCIAL LI S.A.;06030010068;35;2;0.940678;1;1;0.940678;1.881356
00918-06-2014;13/06/2014;COMERCIAL LI S.A.;06030010100;16;1;0.98305;1;1;0.98305;0.98305
00918-06-2014;13/06/2014;COMERCIAL LI S.A.;06030010103;16;1;4.99;1;1;4.99;4.99
00920-06-2014;14/06/2014;MIXERCON S.A.;01030010013;17;7;328;1;1;328;2296
00922-06-2014;16/06/2014;DIMARI TOTAL SECURITY EIRL ;02060020004;7;25;2.25;1;1;2.25;56.25
00922-06-2014;16/06/2014;DIMARI TOTAL SECURITY EIRL ;03010020014;16;40;19.32;1;1;19.32;772.8
00923-06-2014;16/06/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01040010090;4;0.09;720.56;2;2.793;2012.52408;181.127167
00923-06-2014;16/06/2014;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01040010070;4;0.01;401.22;2;2.793;1120.60746;11.206075
00924-06-2014;16/06/2014;TRADI S.A.;01010110010;2;18;66.3;2;2.793;185.1759;3333.1662
00924-06-2014;16/06/2014;TRADI S.A.;01010110107;2;24;56.19;2;2.793;156.93867;3766.52808
00924-06-2014;16/06/2014;TRADI S.A.;01010110125;2;13;34;2;2.793;94.962;1234.506
00924-06-2014;16/06/2014;TRADI S.A.;01010050042;2;31;61.32;2;2.793;171.26676;5309.26956
00924-06-2014;16/06/2014;TRADI S.A.;01010050043;2;19;41.89;2;2.793;116.99877;2222.97663
00927-06-2014;17/06/2014;LINDERO SA ;02060070008;16;12;16;2;2.795;44.72;536.64
00927-06-2014;17/06/2014;LINDERO SA ;02060070006;16;15;16;2;2.795;44.72;670.8
00927-06-2014;17/06/2014;LINDERO SA ;02060070007;16;10;18;2;2.795;50.31;503.1
00927-06-2014;17/06/2014;LINDERO SA ;02060070009;16;15;28;2;2.795;78.26;1173.9
00927-06-2014;17/06/2014;LINDERO SA ;02060070014;16;2;83;2;2.795;231.985;463.97
00930-06-2014;18/06/2014;DIMARI TOTAL SECURITY EIRL ;05010020018;16;1;40.78;1;1;40.78;40.78
00930-06-2014;18/06/2014;DIMARI TOTAL SECURITY EIRL ;02060040011;16;12;10.68;1;1;10.68;128.16
00930-06-2014;18/06/2014;DIMARI TOTAL SECURITY EIRL ;05010020019;16;2;26.85;1;1;26.85;53.7
00929-06-2014;17/06/2014;TRADI S.A.;01010110182;2;4;239.52;2;2.795;669.4584;2677.8336
00930-06-2014;18/06/2014;DIMARI TOTAL SECURITY EIRL ;02060040006;16;12;4.98;1;1;4.98;59.76
00930-06-2014;18/06/2014;DIMARI TOTAL SECURITY EIRL ;02060030040;16;12;5.15;1;1;5.15;61.8
00931-06-2014;18/06/2014;TODO PARA CORTAR Y SOLDAR SAC ;03040010001;19;3;82.65;1;1;82.65;247.95
00934-06-2014;18/06/2014;MARTENS CAMPOS WALTER RUBEN - OXIMASTER;03070010003;16;12;22;1;1;22;264
00934-06-2014;18/06/2014;MARTENS CAMPOS WALTER RUBEN - OXIMASTER;03070010004;16;12;22;1;1;22;264
00934-06-2014;18/06/2014;MARTENS CAMPOS WALTER RUBEN - OXIMASTER;03070010005;16;12;20;1;1;20;240
00934-06-2014;18/06/2014;MARTENS CAMPOS WALTER RUBEN - OXIMASTER;03070010006;16;12;20;1;1;20;240
00934-06-2014;18/06/2014;MARTENS CAMPOS WALTER RUBEN - OXIMASTER;03070010007;16;6;25;1;1;25;150
00934-06-2014;18/06/2014;MARTENS CAMPOS WALTER RUBEN - OXIMASTER;03010030097;6;50;32;1;1;32;1600
00934-06-2014;18/06/2014;MARTENS CAMPOS WALTER RUBEN - OXIMASTER;03010030098;6;50;39;1;1;39;1950
00934-06-2014;18/06/2014;MARTENS CAMPOS WALTER RUBEN - OXIMASTER;03010030099;16;8;5;1;1;5;40
