id,name,bill_type,account_id,member_id,account_book_id,category_id,money,icon,icon_fontFamily,note,transfer_to_id,extdata,task_id,fecha
189,familia,1,1,1,1,35,30.0,48,cute-color,pollo broaster,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721097196149
190,transporte,1,1,1,1,34,2.0,31,cute-color,bus,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721106000000
191,alimentos,1,1,1,1,36,11.0,97,cute-color,almuerzo,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721106000000
192,neko,1,1,1,1,38,50.0,354,cute-color,mercado,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721106000000
193,musica,1,1,1,1,20,3.0,134,cute-color,curso pack,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721192400000
194,familia,1,1,1,1,35,86.1,48,cute-color,luz,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721260919214
195,familia,1,1,1,1,35,2.0,48,cute-color,pan,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721260945814
196,entretenimiento,1,1,1,1,32,62.5,66,cute-color,bee,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721192400000
197,transporte,1,1,1,1,34,1.0,31,cute-color,bus wk,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721278800000
198,transporte,1,1,1,1,34,13.8,31,cute-color,metropolitano,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721278800000
199,alimentos,1,1,1,1,36,20.0,97,cute-color,lasagna,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721278800000
200,neko,1,1,1,1,38,30.0,354,cute-color,examen de simulación/ profe,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721278800000
201,basedata.gift,1,1,1,1,17,16.0,34,cute-color,tacachos x4,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721278800000
202,familia,1,1,1,1,35,100.0,48,cute-color,mercado,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721406868003
203,prestamos,1,1,1,1,40,10.0,194,cute-color,preste a anderson,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721409338458
204,neko,1,1,1,1,38,25.0,354,cute-color,chanchito,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721411428872
205,transporte,1,1,1,1,34,4.0,31,cute-color,pasaje comas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721365200000
206,basedata.medical,1,1,1,1,22,3.9,39,cute-color,pastillas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721365200000
207,basedata.gift,1,1,1,1,17,370.0,34,cute-color,carrion chito,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721536789179
208,alimentos,1,1,1,1,36,20.0,97,cute-color,almuerzo x2,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721451600000
209,neko,1,1,1,1,38,52.0,354,cute-color,cena salida,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721451600000
210,Kia atom,1,1,1,1,39,19.0,116,cute-color,gnv,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721451600000
211,musica,1,1,1,1,20,800.0,134,cute-color,guitarra acústica ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1721797200000
212,musica,1,1,1,1,20,70.0,134,cute-color,estuche acústica ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722047589696
213,musica,1,1,1,1,20,0.0,134,cute-color,atril partituras,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722047601439
214,neko,1,1,1,1,38,40.0,354,cute-color,cine,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722047612870
215,transporte,1,1,1,1,34,3.0,31,cute-color,bus a dos d mayo,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722047624514
216,familia,1,1,1,1,35,64.5,48,cute-color,almuerzo chifa,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722109785695
217,transporte,1,1,1,1,34,9.0,31,cute-color,bus graux2,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722129754958
218,basedata.dress,1,1,1,1,19,10.0,36,cute-color,calzoncillos x2,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722129777748
219,basedata.gift,1,1,1,1,17,15.0,34,cute-color,pantalones papa,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722129798062
220,alimentos,1,1,1,1,36,3.0,97,cute-color,bebida,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722129821971
221,basedata.education,1,1,1,1,24,11.0,40,cute-color,portaminas ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722129834551
222,basedata.education,1,1,1,1,24,12.5,40,cute-color,cuaderno + borrador+ mina,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722129852478
223,neko,1,1,1,1,38,20.0,354,cute-color,tubos decorativos ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722129878256
224,neko,1,1,1,1,38,5.0,354,cute-color,tripitas ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722129929627
225,basedata.dress,1,1,1,1,19,50.0,36,cute-color,chompa gengar,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722129942375
226,alimentos,1,1,1,1,36,10.0,97,cute-color,fresas ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722129957731
227,transporte,1,1,1,1,34,11.0,31,cute-color,bus comas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722056400000
228,transporte,1,1,1,1,34,11.0,31,cute-color,bus get casa,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722205114042
229,transporte,1,1,1,1,34,20.0,31,cute-color,metropolitano ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722056400000
230,neko,1,1,1,1,38,77.7,354,cute-color,metro,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722142800000
231,entretenimiento,1,1,1,1,32,50.0,66,cute-color,machine learning god,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722229200000
232,basedata.education,1,1,1,1,24,34.5,40,cute-color,mega pack ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722394343119
233,alimentos,1,1,1,1,36,10.0,97,cute-color,menu,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722394353776
234,transporte,1,1,1,1,34,3.0,31,cute-color,bus,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722394364367
235,neko,1,1,1,1,38,150.0,354,cute-color,ropa mes,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722443192361
236,musica,1,1,1,1,20,10.0,134,cute-color,circulo quintas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722443221200
237,basedata.gift,1,1,1,1,17,45.0,34,cute-color,pollo brasa- liz,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722482709611
238,basedata.communication,1,1,1,1,18,32.9,35,cute-color,entel,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722489756852
239,transporte,1,1,1,1,34,3.0,31,cute-color,wk bus,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722488400000
240,basedata.gift,1,1,1,1,17,5.0,34,cute-color,vino edu,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722488400000
241,basedata.gift,1,1,1,1,17,30.0,34,cute-color,regalo Eduardo ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722659893961
242,neko,1,1,1,1,38,5.0,354,cute-color,brocheta,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722659915546
243,neko,1,1,1,1,38,80.0,354,cute-color,preste celular ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722574800000
244,Kia atom,1,1,1,1,39,10.0,116,cute-color,lavado auto,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722574800000
245,Kia atom,1,1,1,1,39,20.0,116,cute-color,gnv,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722739287366
246,masoneria,1,1,1,1,26,1.3,109,cute-color,documentación,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722739312191
247,masoneria,1,1,1,1,26,200.0,109,cute-color,certificado médico,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722739329482
248,prestamos,1,1,1,1,40,200.0,194,cute-color,Eduardo Masonería cert médico ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722661200000
249,neko,1,1,1,1,38,59.0,354,cute-color,cena olivos,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722661200000
250,neko,1,1,1,1,38,1.5,354,cute-color,agua mineral,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722808639073
251,transporte,1,1,1,1,34,13.0,31,cute-color,bus wk,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722834000000
252,basedata.social,1,1,1,1,15,108.0,32,cute-color,paseito,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1722920400000
253,entretenimiento,1,1,1,1,32,69.0,66,cute-color,machine learning ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723006800000
254,transporte,1,1,1,1,34,25.0,31,cute-color,metropolitano,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723093200000
255,alimentos,1,1,1,1,36,3.0,97,cute-color,almuerzo ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723093200000
257,transporte,1,1,1,1,34,4.0,31,cute-color,bus,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723179600000
258,neko,1,1,1,1,38,41.0,354,cute-color,comida selva,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723179600000
259,familia,1,1,1,1,35,5.0,48,cute-color,café casa,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723179600000
260,transporte,1,1,1,1,34,4.0,31,cute-color,bus,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723342970315
261,Kia atom,1,1,1,1,39,20.4,116,cute-color,gnv,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723343015339
262,alimentos,1,1,1,1,36,7.5,97,cute-color,alitas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723266000000
263,neko,1,1,1,1,38,30.0,354,cute-color,montura lentes,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723352400000
264,neko,1,1,1,1,38,34.0,354,cute-color,cafécito me and angie,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723352400000
265,neko,1,1,1,1,38,9.9,354,cute-color,sazonador cancha,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723352400000
266,basedata.gift,1,1,1,1,17,8.0,34,cute-color,azúcar + galletas / velorio chino,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723352400000
267,deudas,1,1,1,1,23,11.0,24,cute-color,pague pipi,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723352400000
268,prestamos,1,1,1,1,40,50.0,194,cute-color,edward,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723352400000
269,transporte,1,1,1,1,34,6.0,31,cute-color,bus wk,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723438800000
270,alimentos,1,1,1,1,36,20.0,97,cute-color,almuerzo x2,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723438800000
271,basedata.gift,1,1,1,1,17,250.0,34,cute-color,papa velorio,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723525200000
272,Kia atom,1,1,1,1,39,20.0,116,cute-color,gnv,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723525200000
273,basedata.gift,1,1,1,1,17,5.0,34,cute-color,velorio galletas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723525200000
274,entretenimiento,1,1,1,1,32,53.0,66,cute-color,machine learning,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723698000000
275,basedata.gift,1,1,1,1,17,50.0,34,cute-color,yape salud almendra,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723784400000
276,basedata.social,1,1,1,1,15,40.0,32,cute-color,estadio universitario vs Garcilaso ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723784400000
277,transporte,1,1,1,1,34,4.0,31,cute-color,bus,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723870800000
278,prestamos,1,1,1,1,40,50.0,194,cute-color,preste lpz,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723943497906
279,basedata.gift,1,1,1,1,17,5.0,34,cute-color,recarga iti,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723943719553
280,alimentos,1,1,1,1,36,10.0,97,cute-color,Tampico,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724027146563
281,alimentos,1,1,1,1,36,4.0,97,cute-color,snaks,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724027196665
282,neko,1,1,1,1,38,12.0,354,cute-color,perro caliente,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723957200000
283,alimentos,1,1,1,1,36,11.0,97,cute-color,sandwich,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723957200000
284,familia,1,1,1,1,35,50.0,48,cute-color,mercado,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723957200000
285,familia,1,1,1,1,35,4.5,48,cute-color,comida gato,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723957200000
286,Kia atom,1,1,1,1,39,50.0,116,cute-color,gasolina,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1723957200000
287,neko,1,1,1,1,38,14.6,354,cute-color,taxi,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724130000000
288,transporte,1,1,1,1,34,22.0,31,cute-color,metropolitano ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724215194138
289,win,1,1,1,1,25,13.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724215239932
290,win,1,1,1,1,25,13.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724043600000
291,neko,1,1,1,1,38,0.0,354,cute-color,taxi comas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724043600000
292,familia,1,1,1,1,35,7.5,48,cute-color,cafe,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724215395639
293,familia,1,1,1,1,35,12.0,48,cute-color,Netflix ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724278433020
294,entretenimiento,1,1,1,1,32,64.5,66,cute-color,call of duty ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724216400000
295,alimentos,1,1,1,1,36,7.0,97,cute-color,caldo de gallina ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724216400000
296,transporte,1,1,1,1,34,2.0,31,cute-color,get back home,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724216400000
297,familia,1,1,1,1,35,92.5,48,cute-color,agua ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724386676118
298,win,1,1,1,1,25,12.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724386716264
299,neko,1,1,1,1,38,21.0,354,cute-color,preste celular ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724386776075
300,familia,1,1,1,1,35,250.0,48,cute-color,canasta ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724913099896
301,win,1,1,1,1,25,20.0,203,cute-color,metropolitano,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724821200000
302,win,1,1,1,1,25,24.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724821200000
303,transporte,1,1,1,1,34,16.0,31,cute-color,comas-home,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724913223878
304,neko,1,1,1,1,38,21.5,354,cute-color,comida selva,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724821200000
305,transporte,1,1,1,1,34,20.0,31,cute-color,comas-home,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724562000000
306,alimentos,1,1,1,1,36,70.0,97,cute-color,pizzeria,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724562000000
307,basedata.gift,1,1,1,1,17,2.0,34,cute-color,liz,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724821200000
308,basedata.social,1,1,1,1,15,20.0,32,cute-color,estadio universitario vs Garcilaso ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724475600000
309,transporte,1,1,1,1,34,4.0,31,cute-color,get back home,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724475600000
310,transporte,1,1,1,1,34,4.0,31,cute-color,bus comas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724475600000
311,basedata.gift,1,1,1,1,17,7.5,34,cute-color,snacks,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724389200000
312,transporte,1,1,1,1,34,4.0,31,cute-color,bus comas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724389200000
313,basedata.beautify,1,1,1,1,21,10.0,38,cute-color,corte,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724562000000
319,basedata.gift,1,1,1,1,17,335.0,34,cute-color,carrion chito,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724947449725
320,basedata.education,1,1,1,1,24,25.3,40,cute-color,chat gpt,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724958871102
321,inversion,1,1,1,1,33,174.1,341,cute-color,cambio dolares,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724958955840
322,Paseo,1,1,1,1,27,138.0,370,cute-color,paseo otao,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1724994000000
323,Paseo,1,1,1,1,27,34.5,370,cute-color,san mateo otao faltó bryan,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725071370844
324,Paseo,1,1,1,1,27,9.6,370,cute-color,otao taxi paseo,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725071399764
326,Paseo,1,1,1,1,27,17.0,370,cute-color,otao desayuno x3,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725071545465
327,Paseo,1,1,1,1,27,6.0,370,cute-color,otao ver catarata x3,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725071574485
328,Paseo,1,1,1,1,27,20.0,370,cute-color,otao periférico x3,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725071625641
329,Paseo,1,1,1,1,27,5.0,370,cute-color,otao bloqueador + repelente ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725071674123
330,Paseo,1,1,1,1,27,10.0,370,cute-color,helado x2,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725071712918
331,Paseo,1,1,1,1,27,2.0,370,cute-color,otao cachanga de guanábana ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725071732348
332,Paseo,1,1,1,1,27,20.0,370,cute-color,otao licor de guanabana,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725071759780
333,Paseo,1,1,1,1,27,10.0,370,cute-color,otao mermelada guanabana ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725071833023
334,Paseo,1,1,1,1,27,60.0,370,cute-color,otao almuerzo x3,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725071940749
335,Paseo,1,1,1,1,27,15.0,370,cute-color,entrada mano verde,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725071980777
336,Paseo,1,1,1,1,27,4.5,370,cute-color,pasaje comas x3,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725071995113
337,alimentos,1,1,1,1,36,13.0,97,cute-color,caldo de mote,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725072687947
338,basedata.gift,1,1,1,1,17,10.0,34,cute-color,regale a pipi,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725072707908
339,transporte,1,1,1,1,34,3.0,31,cute-color,comas-home,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725158198744
340,deudas,1,1,1,1,23,60.0,24,cute-color,pague mama,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725158223406
341,neko,1,1,1,1,38,400.0,354,cute-color,pague ropa liz,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725163647039
342,neko,1,1,1,1,38,8.0,354,cute-color,botica,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725080400000
343,entretenimiento,1,1,1,1,32,50.0,66,cute-color,machine learning god,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725213861501
344,Kia atom,1,1,1,1,39,17.0,116,cute-color,gnv,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725214139103
345,basedata.communication,1,1,1,1,18,32.9,35,cute-color,entel,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725218550037
346,entretenimiento,1,1,1,1,32,54.0,66,cute-color,bee,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725166800000
347,win,1,1,1,1,25,13.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725253200000
348,deudas,1,1,1,1,23,70.0,24,cute-color,pague chito,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725166800000
349,win,1,1,1,1,25,13.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725409722891
350,alimentos,1,1,1,1,36,24.0,97,cute-color,makis,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725339600000
351,basedata.education,1,1,1,1,24,5.0,40,cute-color,pack hacking,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725339600000
352,win,1,1,1,1,25,15.0,203,cute-color,metropolitano,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725509621647
353,transporte,1,1,1,1,34,3.0,31,cute-color,bus,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725509653890
354,neko,1,1,1,1,38,10.0,354,cute-color,paltas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725509668493
355,win,1,1,1,1,25,13.5,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725512400000
356,entretenimiento,1,1,1,1,32,50.0,66,cute-color,estadio good,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725512400000
357,win,1,1,1,1,25,13.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725673768547
358,basedata.gift,1,1,1,1,17,17.7,34,cute-color,medicina anderson,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725765585019
359,alimentos,1,1,1,1,36,15.0,97,cute-color,mostrito,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725685200000
360,neko,1,1,1,1,38,6.1,354,cute-color,piqueos,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725685200000
361,basedata.social,1,1,1,1,15,45.0,32,cute-color,cine,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725829989688
362,familia,1,1,1,1,35,9.1,48,cute-color,lonche,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725771600000
363,win,1,1,1,1,25,20.0,203,cute-color,metropolitano,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725858000000
364,win,1,1,1,1,25,13.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725858000000
365,win,1,1,1,1,25,13.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1725944400000
366,familia,1,1,1,1,35,5.0,48,cute-color,snacks,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1726112535433
367,basedata.medical,1,1,1,1,22,5.7,39,cute-color,pastilla gripe,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1726112554612
368,neko,1,1,1,1,38,15.6,354,cute-color,taxi comas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1726030800000
369,prestamos,1,1,1,1,40,20.0,194,cute-color,preste a anderson,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1726162271257
