nFacID;cFacSerie;cFacNumero;cComCodigo;nFacDMonto;cCenDetalle;desProveedor;Articulo;cCueDetalle;Actividad;idProveedor;nCenID;idInsumo;idContrato;dFacFecDoc
395;001;22001          ;FC ;5.75484;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE DE CABEZAL DE FILTRO ( 3820629 )                                                            ;;NINGUNO.;1;0;1866;0;39906
395;001;22001          ;FC ;1.62078;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA ANULAR                                                                                        ;;NINGUNO.;1;0;1831;0;39906
395;001;22001          ;FC ;3.4034;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE SOPORTE DE ENFRIADOR                                                                        ;;NINGUNO.;1;0;682;0;39906
395;001;22001          ;FC ;1.66362;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA ANULAR (3046943)                                                                              ;;NINGUNO.;1;0;1864;0;39906
395;001;22001          ;FC ;1.785;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA ANULAR                                                                                        ;;NINGUNO.;1;0;1832;0;39906
395;001;22001          ;FC ;2.16342;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;RESORTE DE COMPRESIÓN (3882586)                                                                     ;;NINGUNO.;1;0;1863;0;39906
395;001;22001          ;FC ;31.97054;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;ANILLO DE JEBE (3882589)                                                                            ;;NINGUNO.;1;0;1503;0;39906
395;001;22001          ;FC ;10.2816;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SELLO OJAL (3050867)                                                                                ;;NINGUNO.;1;0;1861;0;39906
395;001;22001          ;FC ;1.785;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA ANULAR                                                                                        ;;NINGUNO.;1;0;1891;0;39906
395;001;22001          ;FC ;112.36218;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;VÁLVULA (3896027)                                                                                   ;;NINGUNO.;1;0;1859;0;39906
395;001;22001          ;FC ;1.785;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA ANULAR                                                                                        ;;NINGUNO.;1;0;1832;0;39906
395;001;22001          ;FC ;6.27606;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;ACOPLE DE BOMBA DE COMBUSTIBLE                                                                      ;;NINGUNO.;1;0;1857;0;39906
395;001;22001          ;FC ;22.70996;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;COJINETE DE DESGASTE                                                                                ;;NINGUNO.;1;0;1856;0;39906
395;001;22001          ;FC ;1.785;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;ANILLO DE SELLO                                                                                     ;;NINGUNO.;1;0;1855;0;39906
395;001;22001          ;FC ;24.30956;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;ANILLO DE JEBE DE INYECTOR                                                                          ;;NINGUNO.;1;0;1853;0;39906
395;001;22001          ;FC ;31.6659;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE DE MULTIPLE DE ESCAPE K (38-19760)                                                          ;;NINGUNO.;1;0;1852;0;39906
395;001;22001          ;FC ;79.7895;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TORNILLO (3818121)                                                                                  ;;NINGUNO.;1;0;1872;0;39906
395;001;22001          ;FC ;9.68184;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUETADURA ( 3818844)                                                                            ;;NINGUNO.;1;0;1874;0;39906
395;001;22001          ;FC ;35.4858;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;ABRAZDERA ( 3892347)                                                                                ;;NINGUNO.;1;0;1875;0;39906
395;001;22001          ;FC ;16.8504;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;MANGUERA(3025152)                                                                                   ;;NINGUNO.;1;0;1876;0;39906
395;001;22001          ;FC ;7.16856;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE DE TURBO (3072919)                                                                          ;;NINGUNO.;1;0;1877;0;39906
395;001;22001          ;FC ;20.53226;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;ESPARRAGO                                                                                           ;;NINGUNO.;1;0;1374;0;39906
395;001;22001          ;FC ;7.22949;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TUERCA                                                                                              ;;NINGUNO.;1;0;1376;0;39906
395;001;22001          ;FC ;11.88334;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;UNION ( 3081950 )                                                                                   ;;NINGUNO.;1;0;1878;0;39906
395;001;22001          ;FC ;3.57;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA ANULAR                                                                                        ;;NINGUNO.;1;0;1832;0;39906
395;001;22001          ;FC ;3.45576;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA ANULAR ( 3922794)                                                                             ;;NINGUNO.;1;0;1879;0;39906
395;001;22001          ;FC ;104.1845;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CONECCION DE ACEITE (3328643)                                                                       ;;NINGUNO.;1;0;1880;0;39906
395;001;22001          ;FC ;1.20666;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE                                                                                             ;;NINGUNO.;1;0;676;0;39906
395;001;22001          ;FC ;75.91962;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;MANGUERA (3899849 )                                                                                 ;;NINGUNO.;1;0;1881;0;39906
395;001;22001          ;FC ;63.68166;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;ABRAZADERA (3896337)                                                                                ;;NINGUNO.;1;0;1882;0;39906
395;001;22001          ;FC ;1.12098;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA ANULAR (3892095)                                                                              ;;NINGUNO.;1;0;1884;0;39906
395;001;22001          ;FC ;0.7497;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE DE CONEXION (3027924)                                                                       ;;NINGUNO.;1;0;1885;0;39906
395;001;22001          ;FC ;14.2086;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SELLO DE TERMOSTATO (186780                                                                         ;;NINGUNO.;1;0;1886;0;39906
395;001;22001          ;FC ;3.8199;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SELLO ANILLO RECTANGULAR                                                                            ;;NINGUNO.;1;0;1893;0;39906
395;001;22001          ;FC ;20.44182;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;MANGUERA                                                                                            ;;NINGUNO.;1;0;1887;0;39906
395;001;22001          ;FC ;10.472;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE DE SOPORTE (3893692)                                                                        ;;NINGUNO.;1;0;670;0;39906
395;001;22001          ;FC ;10.80996;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;ABRAZADERA                                                                                          ;;NINGUNO.;1;0;1888;0;39906
395;001;22001          ;FC ;74.69154;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TERMOSTATO(B)                                                                                       ;;NINGUNO.;1;0;1889;0;39906
395;001;22001          ;FC ;1.785;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA ANULAR                                                                                        ;;NINGUNO.;1;0;1832;0;39906
395;001;22001          ;FC ;68.35836;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;FAJA ( 3288623)*(3034348)                                                                           ;;NINGUNO.;1;0;1890;0;39906
395;001;22001          ;FC ;326.62358;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;ASIENTO DE RESORTE                                                                                  ;;NINGUNO.;1;0;1894;0;39906
396;001;119858         ;FC ;62.0704;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;ARANDELA (3161653)                                                                                  ;;NINGUNO.;1;2;1911;0;39906
397;001;22274          ;FC ;25.347;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE DE TAPA DE DIST                                                                             ;;NINGUNO.;1;2;1954;0;39910
397;001;22274          ;FC ;46.3981;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;KIT DE SELLOS DELANTERO                                                                             ;;NINGUNO.;1;2;1955;0;39910
397;001;22274          ;FC ;38.5203;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUETADURA DE CARTER (3911536)                                                                   ;;NINGUNO.;1;2;1956;0;39910
397;001;22274          ;FC ;26.4894;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EPAQ.TAPA FRONTAL MOTOR                                                                             ;;NINGUNO.;1;2;1957;0;39910
397;001;22274          ;FC ;17.6239;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQ DE TAPA LAT DE MOTOR                                                                          ;;NINGUNO.;1;2;1958;0;39910
398;001;22324          ;FC ;210.4991;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;BOMBA DE AGUA (4089647)                                                                             ;;NINGUNO.;1;2;1334;0;39911
398;001;22324          ;FC ;49.8848;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;KIT DE RETENES                                                                                      ;;NINGUNO.;1;2;1969;0;39911
398;001;22324          ;FC ;5.7596;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE DE CARCAZA                                                                                  ;;NINGUNO.;1;2;1607;0;39911
398;001;22324          ;FC ;96.8303;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CREMALLERA                                                                                          ;;NINGUNO.;1;2;1965;0;39911
398;001;22324          ;FC ;1.6898;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;RETEN DE CARCASA                                                                                    ;;NINGUNO.;1;2;1966;0;39911
398;001;22324          ;FC ;102.2448;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;OIL SEAL ( 3926126 )                                                                                ;;NINGUNO.;1;2;875;0;39911
399;001;22393          ;FC ;29.5239;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;GUIA                                                                                                ;;NINGUNO.;1;0;1895;0;39918
399;001;22393          ;FC ;3.39031;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE (3026134)                                                                                   ;;NINGUNO.;1;0;1896;0;39918
399;001;22393          ;FC ;18.088;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SEAL                                                                                                ;;NINGUNO.;1;0;1897;0;39918
399;001;22393          ;FC ;14.4942;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA, PORTADOR                                                                                     ;;NINGUNO.;1;0;1898;0;39918
399;001;22393          ;FC ;15.20225;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SELLO ANTIPOLVO                                                                                     ;;NINGUNO.;1;0;1899;0;39918
399;001;22393          ;FC ;37.32673;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;COJINETE AXIAL (3161520)                                                                            ;;NINGUNO.;1;0;1900;0;39918
399;001;22393          ;FC ;129.9718;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JGO. RETEN CIGÜEÑAL POSTERIOR  (3803727)*(3819774)                                                  ;;NINGUNO.;1;0;1834;0;39918
399;001;22393          ;FC ;3.1535;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE CUBIERTA                                                                                    ;;NINGUNO.;1;0;1901;0;39918
399;001;22393          ;FC ;71.757;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUEGO DE REPARACIÓN                                                                                 ;;NINGUNO.;1;0;1902;0;39918
399;001;22393          ;FC ;5.4264;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA ANULAR                                                                                        ;;NINGUNO.;1;0;1903;0;39918
399;001;22393          ;FC ;1.309;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA ANULAR                                                                                        ;;NINGUNO.;1;0;1904;0;39918
399;001;22393          ;FC ;209.26626;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JGO.REPARACIÓN BOMBA DE AGUA                                                                        ;;NINGUNO.;1;0;1883;0;39918
399;001;22393          ;FC ;6.6878;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQ CUBIERT DE CALENT                                                                             ;;NINGUNO.;1;0;1905;0;39918
399;001;22393          ;FC ;61.79194;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE CUB BOMBA (3899229)                                                                         ;;NINGUNO.;1;0;1906;0;39918
399;001;22393          ;FC ;55.5849;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;HOSE, FLEXIBLE                                                                                      ;;NINGUNO.;1;0;1907;0;39918
399;001;22393          ;FC ;7.75523;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SEAL                                                                                                ;;NINGUNO.;1;0;1908;0;39918
400;001;9975           ;FC ;36.8186;;IMREDIESEL SAC                                                                                      ;COJINETE AXIAL (3161520)                                                                            ;;NINGUNO.;34;2;1900;0;39923
401;001;6763           ;FC ;285.6;;DIESEL HYDRAULIC SYSTEM S.A.C.                                                                      ;JGO DE SELLOS BOOM 360LC3                                                                           ;;NINGUNO.;3;2;1996;0;39923
402;026;22610          ;FC ;76.7669;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TERMOSTATO (4973373)                                                                                ;;NINGUNO.;1;0;1584;0;39923
402;026;22610          ;FC ;366.282;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;METAL DE BIELA STD                                                                                  ;;NINGUNO.;1;0;1578;0;39923
402;026;22610          ;FC ;350.5383;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUEGO DE EMPAQUE DE ALTA                                                                            ;;NINGUNO.;1;0;1575;0;39923
402;026;22610          ;FC ;70.6027;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE DE CARTER (3401290)*(3882733)                                                               ;;NINGUNO.;1;0;1871;0;39923
402;026;22610          ;FC ;389.3799;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JGO DE ANILLOS                                                                                      ;;NINGUNO.;1;0;1835;0;39923
403;003;120105         ;FC ;389.3799;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JGO DE ANILLOS                                                                                      ;;NINGUNO.;1;0;1835;0;39923
404;003;0120107        ;FC ;179.37108;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JGO.REPARACIÓN BOMBA DE AGUA                                                                        ;;NINGUNO.;1;0;1883;0;39923
405;26 ;22612          ;FC ;2.142;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SELLO O RING                                                                                        ;;NINGUNO.;1;0;1203;0;39923
405;26 ;22612          ;FC ;31.9872;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;BOCINA EJE DE LEVAS                                                                                 ;;NINGUNO.;1;0;847;0;39923
405;26 ;22612          ;FC ;119.238;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;LEVANTA VÁLVULAS                                                                                    ;;NINGUNO.;1;0;1693;0;39923
405;26 ;22612          ;FC ;6.1047;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SOPORTE                                                                                             ;;NINGUNO.;1;0;1564;0;39923
406;26 ;22611          ;FC ;356.286;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JGO. DE EMPAQUE DE ALTA                                                                             ;;NINGUNO.;1;0;1692;0;39923
406;26 ;22611          ;FC ;5.712;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;"TAPON DE 1 3/16 ""                                                                                   ";;NINGUNO.;1;0;1206;0;39923
406;26 ;22611          ;FC ;49.2184;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUETADURA                                                                                       ;;NINGUNO.;1;0;1979;0;39923
406;26 ;22611          ;FC ;43.0066;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TERMOSTATO                                                                                          ;;NINGUNO.;1;0;1597;0;39923
406;26 ;22611          ;FC ;8.3538;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;ANILLO DE JEBE                                                                                      ;;NINGUNO.;1;0;1598;0;39923
406;26 ;22611          ;FC ;7.3542;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA DE JEBE                                                                                       ;;NINGUNO.;1;0;1599;0;39923
406;26 ;22611          ;FC ;0.2023;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA ANULAR                                                                                        ;;NINGUNO.;1;0;1980;0;39923
406;26 ;22611          ;FC ;4.0222;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;WASHER SEALING                                                                                      ;;NINGUNO.;1;0;1986;0;39923
406;26 ;22611          ;FC ;1.666;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;WASHER SEALING                                                                                      ;;NINGUNO.;1;0;1987;0;39923
406;26 ;22611          ;FC ;4.11264;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA DE JEBE                                                                                       ;;NINGUNO.;1;0;1557;0;39923
406;26 ;22611          ;FC ;1.9754;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE                                                                                             ;;NINGUNO.;1;0;1601;0;39923
406;26 ;22611          ;FC ;121.0944;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;GUÍA DE VÁLVULA                                                                                     ;;NINGUNO.;1;0;850;0;39923
406;26 ;22611          ;FC ;34.65756;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;ASIENTO DE VÁLVULA                                                                                  ;;NINGUNO.;1;0;1991;0;39923
406;26 ;22611          ;FC ;28.4172;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;RETEN DE VÁLVULAS ESCAPE                                                                            ;;NINGUNO.;1;0;1990;0;39923
406;26 ;22611          ;FC ;250.3284;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;VÁLVULA DE ADMISIÓN                                                                                 ;;NINGUNO.;1;0;851;0;39923
406;26 ;22611          ;FC ;317.8728;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;VÁLVULA DE ESCAPE                                                                                   ;;NINGUNO.;1;0;852;0;39923
407;3  ;120104         ;FC ;48.12074;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;INSERT, VALVE                                                                                       ;;NINGUNO.;1;0;1989;0;39923
372;026;0020386        ;FC ;44.3751;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TERMOSTATO                                                                                          ;;NINGUNO.;1;0;1533;0;39849
373;023;014411         ;FC ;15.27246;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;BRACKET LIFT                                                                                        ;;NINGUNO.;1;0;1531;0;39849
373;023;014411         ;FC ;15.16536;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;BRACKET LIFT                                                                                        ;;NINGUNO.;1;0;1532;0;39849
375;001;7417           ;FC ;98.76048;;ECOREP S.A.C.                                                                                       ;FILTRO DE COMBUSTIBLE (11LB-70020)                                                                  ;;NINGUNO.;7;2;7;0;39856
375;001;7417           ;FC ;213.6288;;ECOREP S.A.C.                                                                                       ;FILTRO SEPARADOR DE COMBUSTIBLE 11LB-70030                                                          ;;NINGUNO.;7;2;6;0;39856
376;001;22215          ;FC ;374.85;;FUNDICION CENTRAL S.A.                                                                              ;PUNTA R360LC7-A                                                                                     ;;NINGUNO.;5;0;888;0;39856
376;001;22215          ;FC ;122.57;;FUNDICION CENTRAL S.A.                                                                              ;CANTONERA                                                                                           ;;NINGUNO.;5;0;1332;0;39856
376;001;22215          ;FC ;122.57;;FUNDICION CENTRAL S.A.                                                                              ;CANTONERA                                                                                           ;;NINGUNO.;5;0;1333;0;39856
377;001;0119054        ;FC ;132.43272;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SELLO DELANTERO (RETEN Y PISTA)                                                                     ;;NINGUNO.;1;2;1229;0;39863
378;001;20732          ;FC ;2.142;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SELLO O RING                                                                                        ;;NINGUNO.;1;0;1203;0;39863
378;001;20732          ;FC ;3.26298;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TAPON DE EXPANSION (PLANO) 2                                                                        ;;NINGUNO.;1;0;1204;0;39863
378;001;20732          ;FC ;3.09876;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE                                                                                             ;;NINGUNO.;1;0;1596;0;39863
378;001;20732          ;FC ;43.01136;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TERMOSTATO                                                                                          ;;NINGUNO.;1;0;1597;0;39863
378;001;20732          ;FC ;8.3538;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;ANILLO DE JEBE                                                                                      ;;NINGUNO.;1;0;1598;0;39863
378;001;20732          ;FC ;7.3542;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;JUNTA DE JEBE                                                                                       ;;NINGUNO.;1;0;1599;0;39863
378;001;20732          ;FC ;354.65094;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;BOMBA DE TRANSFERENCIA                                                                              ;;NINGUNO.;1;0;1445;0;39863
378;001;20732          ;FC ;127.6989;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE DE CARTER                                                                                   ;;NINGUNO.;1;0;1600;0;39863
378;001;20732          ;FC ;1.97064;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE                                                                                             ;;NINGUNO.;1;0;1601;0;39863
378;001;20732          ;FC ;1.34946;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;CHAVETA                                                                                             ;;NINGUNO.;1;0;865;0;39863
378;001;20732          ;FC ;7.81116;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE DE CONECTOR                                                                                 ;;NINGUNO.;1;0;1604;0;39863
378;001;20732          ;FC ;55.9776;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;BOCINA EJE DE LEVAS                                                                                 ;;NINGUNO.;1;0;847;0;39863
378;001;20732          ;FC ;102.2448;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;OIL SEAL ( 3926126 )                                                                                ;;NINGUNO.;1;0;875;0;39863
378;001;20732          ;FC ;12.98766;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE DE TAPA DE MULTIPLE ADM                                                                     ;;NINGUNO.;1;0;1428;0;39863
378;001;20732          ;FC ;4.49106;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE                                                                                             ;;NINGUNO.;1;0;1605;0;39863
378;001;20732          ;FC ;7.93968;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMAPAQUE DE BOMBA HIDRÁULICA                                                                        ;;NINGUNO.;1;0;1606;0;39863
378;001;20732          ;FC ;5.75484;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE DE CARCAZA                                                                                  ;;NINGUNO.;1;0;1607;0;39863
378;001;20732          ;FC ;1.55652;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE DE RETORNO DE ACEITE TURBO                                                                  ;;NINGUNO.;1;0;1422;0;39863
385;001;21231          ;FC ;301.3794;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;ENGRANE                                                                                             ;;NINGUNO.;1;2;1602;0;39878
386;001;7751           ;FC ;327.04056;;ECOREP S.A.C.                                                                                       ;FILTRO DE ACEITE (11NA-70110)                                                                       ;;NINGUNO.;7;2;14;0;39888
386;001;7751           ;FC ;356.048;;ECOREP S.A.C.                                                                                       ;FILTRO SEPARADOR DE COMBUSTIBLE 11LB-70030                                                          ;;NINGUNO.;7;2;6;0;39888
386;001;7751           ;FC ;129.1864;;ECOREP S.A.C.                                                                                       ;FILTRO SEPARADOR E COMBUSTIBLE (11NB-70010)                                                         ;;NINGUNO.;7;2;4;0;39888
386;001;7751           ;FC ;28.33152;;ECOREP S.A.C.                                                                                       ; FILTRO DE PETROLEO (FF42000)                                                                       ;;NINGUNO.;7;2;13;0;39888
386;001;7751           ;FC ;66.0688;;ECOREP S.A.C.                                                                                       ;FILTRO DE REFRIGERANTE (11NA-70210)                                                                 ;;NINGUNO.;7;2;10;0;39888
386;001;7751           ;FC ;144.5136;;ECOREP S.A.C.                                                                                       ;FILTRO SEPARADOR DE COMBUSTIBLE (11NA-70010)                                                        ;;NINGUNO.;7;2;3;0;39888
387;026;021330         ;FC ;38.60598;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;EMPAQUE DE CARTER                                                                                   ;;NINGUNO.;1;0;1750;0;39888
381;026;20949          ;FC ;48.13788;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;TAPA DE LLENADO DE ACEITE MOTOR   (3029173)      (4071224)                                          ;;NINGUNO.;1;0;1647;0;39870
382;001;31511          ;FC ;476;;FUNDICION CENTRAL S.A.                                                                              ;PUNTA R360LC7-A                                                                                     ;;NINGUNO.;5;2;888;0;39871
401;001;6763           ;FC ;95.2;;DIESEL HYDRAULIC SYSTEM S.A.C.                                                                      ;RELAY DE BATERIA R500LC-7 (21E5-0003)                                                               ;;NINGUNO.;3;2;1974;0;39923
409;001;22325          ;FC ;331.6649;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SENSOR DE PRESIÓN (3080416)                                                                         ;;NINGUNO.;1;0;1925;0;39935
409;001;22325          ;FC ;458.52366;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;MODULO STC                                                                                          ;;NINGUNO.;1;0;1926;0;39935
409;001;22325          ;FC ;36.3783;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;FAJA DE 5 CANALES                                                                                   ;;NINGUNO.;1;0;1928;0;39935
410;026;22932          ;FC ;61.047;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;SENSOR DE POSICIÓN                                                                                  ;;NINGUNO.;1;0;2070;0;39935
410;026;22932          ;FC ;54.9542;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;HERRAMIENTA PARA GIRO                                                                               ;;NINGUNO.;1;0;1968;0;39935
417;026;0023450        ;FC ;156.6397;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;RODAJE DE POLEA (3910739)                                                                           ;;NINGUNO.;1;2;1480;0;39951
417;026;0023450        ;FC ;16.3506;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;ABRAZADERA (3926703)                                                                                ;;NINGUNO.;1;2;2119;0;39951
412;026;23121          ;FC ;242.09836;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;BEARING MAIN KIT                                                                                    ;;NINGUNO.;1;0;1481;0;39938
412;026;23121          ;FC ;55.9776;;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;BOCINA EJE DE LEVAS                                                                                 ;;NINGUNO.;1;0;847;0;39938
